va_facility_code,va_facility_name,school_level_va,retention_rate_veteran_ba,retention_rate_veteran_otb,persistance_rate_veteran_ba,persistance_rate_veteran_otb,graduation_rate_veteran,transfer_out_rate_veteran
14920403,CHANDLER-GILBERT COMMUNITY COLLEGE,2-year,,0.66,,0.88,0.289,0.474
11907414,INDIANA UNIVERSITY-BLOOMINGTON,4-year,0.867,,1.0,,,
11001543,THE UNIVERSITY OF TEXAS AT DALLAS,4-year,0.76,,0.88,,,
21800205,DEVRY UNIVERSITY-CALIFORNIA,4-year,0.887,0.913,0.977,1.0,,
11928122,MICHIGAN STATE UNIVERSITY,4-year,1.0,,1.0,,,
14955443,BLINN COLLEGE,2-year,,0.729,,0.896,0.0,0.581
25136343,RETAIL READY CAREER CENTER INC,NCD,,,,,,
21036543,UNIVERSITY OF PHOENIX-SAN ANTONIO CAMPUS,4-year,0.643,,0.839,,,
15905805,CHULA VISTA ADULT SCHOOL,NCD,,0.964,,0.964,0.0,
14918401,JOHN C CALHOUN STATE COMMUNITY COLLEGE,2-year,,0.796,,0.918,0.0,0.475
11805247,UNIVERSITY OF WASHINGTON-TACOMA CAMPUS,4-year,0.731,,0.846,,,
11811321,UNIVERSITY OF MASSACHUSETTS-LOWELL,4-year,0.8,1.0,0.886,1.0,,
11020943,UNIVERSITY OF HOUSTON-DOWNTOWN,4-year,0.889,0.95,0.944,0.95,,
11998122,EASTERN MICHIGAN UNIVERSITY,4-year,0.818,1.0,0.909,1.0,,
219L0143,UNIVERSITY OF PHOENIX-DALLAS CAMPUS,4-year,0.778,,0.926,,,
11923121,UNIVERSITY OF MASSACHUSETTS-BOSTON,4-year,0.75,0.625,0.825,0.875,,
31802810,FLORIDA INSTITUTE OF TECHNOLOGY-ONLINE,4-year,0.966,0.667,0.966,0.722,,
14903418,BOSSIER PARISH COMMUNITY COLLEGE,2-year,1.0,0.721,1.0,0.86,0.022,0.578
14917439,COMMUNITY COLLEGE OF RHODE ISLAND,2-year,,0.672,,0.803,0.056,0.5
14922403,ESTRELLA MOUNTAIN COMMUNITY COLLEGE,2-year,,0.737,,0.912,0.0,0.676
11903113,NORTHERN ILLINOIS UNIVERSITY,4-year,0.714,0.0,0.952,1.0,,
31005433,METHODIST UNIVERSITY,4-year,0.66,0.667,0.82,1.0,,
31013605,CALIFORNIA COLLEGE SAN DIEGO,4-year,0.971,0.943,0.971,0.981,,
31923414,INDIANA WESLEYAN UNIVERSITY,4-year,,,,,,
119G3143,LAMAR UNIVERSITY,4-year,0.724,0.739,0.897,0.783,,
11057047,CENTRAL WASHINGTON UNIVERSITY,4-year,0.87,1.0,0.957,1.0,,
11002704,UNIVERSITY OF CENTRAL ARKANSAS,4-year,0.87,,0.87,,,
14800118,DELGADO COMMUNITY COLLEGE CITY PARK,2-year,1.0,0.667,1.0,0.86,0.014,0.449
11924105,CALIFORNIA STATE UNIVERSITY-LONG BEACH,4-year,0.875,1.0,0.938,1.0,,
11940144,UTAH STATE UNIVERSITY - LOGAN,4-year,0.821,1.0,0.964,1.0,,
21953546,ECPI UNIVERSITY-NEWPORT NEWS,4-year,0.859,0.789,0.945,0.883,,
14949443,TEMPLE COLLEGE,2-year,,0.697,,0.758,0.074,0.407
31906121,NORTHEASTERN UNIVERSITY-BOSTON,4-year,1.0,0.875,1.0,0.938,,
11802140,CLEMSON UNIVERSITY,4-year,1.0,,1.0,,,
14972010,GULF COAST STATE COLLEGE,2-year,1.0,0.756,1.0,0.878,0.03,0.394
14948432,MONROE COMMUNITY COLLEGE,2-year,1.0,0.768,1.0,0.866,0.113,0.366
11000918,UNIVERSITY OF LOUISIANA AT LAFAYETTE,4-year,1.0,,1.0,,,
14901428,TRUCKEE MEADOWS COMMUNITY COLLEGE,2-year,,0.8,,0.9,0.0,0.531
149A1432,BOROUGH OF MANHATTAN COMMUNITY COLLEGE,2-year,,0.838,,0.919,0.0,0.549
14917422,LANSING COMMUNITY COLLEGE,2-year,,0.865,,0.946,0.035,0.477
149E5438,COMMUNITY COLLEGE OF PHILADELPHIA,2-year,,0.733,,0.889,0.026,0.5
11907111,GEORGIA REGENTS UNIVERSITY-AUGUSTA,4-year,0.714,0.0,0.893,1.0,,
11801028,UNIVERSITY OF NEVADA-RENO,4-year,0.625,,0.812,,,
11001222,GRAND VALLEY STATE UNIVERSITY,4-year,0.905,1.0,0.929,1.0,,
21823110,UNIVERSITY OF PHOENIX-NORTH FLORIDA,4-year,0.778,,0.898,,,
149A0405,SADDLEBACK COLLEGE,2-year,0.833,0.81,0.95,0.905,0.143,0.476
21831005,ITT TECHNICAL INSTITUTE-NATIONAL CITY,4-year,1.0,0.851,1.0,0.915,,
14993405,SACRAMENTO CITY COLLEGE,2-year,0.545,0.905,0.909,1.0,0.0,0.625
11810146,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,4-year,0.8,0.0,1.0,0.0,,
21923146,UNIVERSITY OF PHOENIX-ARLINGTON,4-year,0.867,,0.952,,,
11806124,UNIVERSITY OF MISSISSIPPI,4-year,0.882,,0.941,,,
11804042,EAST TENNESSEE STATE UNIVERSITY,4-year,0.792,1.0,0.925,1.0,,
14905146,JOHN TYLER COMMUNITY COLLEGE,2-year,,0.643,,0.714,0.025,0.4
11008643,THE UNIVERSITY OF TEXAS-PAN AMERICAN,4-year,0.897,,0.966,,,
11808011,VALDOSTA STATE UNIVERSITY,4-year,0.591,0.5,0.727,0.5,,
24920406,INTELLITEC COLLEGE-COLORADO SPRINGS,2-year,,0.933,,0.955,0.661,0.161
14912416,JOHNSON COUNTY COMMUNITY COLLEGE,2-year,,0.756,,0.844,0.121,0.455
31007143,UNIVERSITY OF MARY HARDIN-BAYLOR,4-year,0.692,,0.923,,,
11904146,NORFOLK STATE UNIVERSITY,4-year,0.84,0.0,0.96,0.0,,
22823113,CHAMBERLAIN COLLEGE OF NURSING-ILLINOIS,4-year,1.0,,1.0,,,
11000111,MIDDLE GEORGIA STATE COLLEGE,4-year,0.9,0.435,0.95,0.652,,
11006933,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,4-year,0.765,,0.882,,,
11934137,UNIVERSITY OF OREGON,4-year,0.903,,0.968,,,
14806122,MACOMB COMMUNITY COLLEGE,2-year,,0.759,,0.828,0.152,0.424
11947135,CLEVELAND STATE UNIVERSITY,4-year,0.727,0.0,0.879,0.0,,
11801540,COASTAL CAROLINA UNIVERSITY,4-year,0.938,,1.0,,,
11902614,PURDUE UNIVERSITY-MAIN CAMPUS,4-year,0.944,,0.944,,,
14933411,CENTRAL GEORGIA TECHNICAL COLLEGE-MACON,2-year,1.0,0.721,1.0,0.837,0.0,0.466
11509205,CALIFORNIA STATE UNIVERSITY-FULLERTON,4-year,0.909,,0.909,,,
31014006,COLORADO CHRISTIAN UNIVERSITY,4-year,0.857,1.0,1.0,1.0,,
11800034,NORTH DAKOTA STATE UNIVERSITY-MAIN,4-year,0.895,,0.895,,,
14911437,CENTRAL OREGON COMMUNITY COLLEGE,2-year,,0.82,,0.852,0.178,0.267
31001043,BAYLOR UNIVERSITY,4-year,0.842,,0.895,,,
11001216,WICHITA STATE UNIVERSITY,4-year,0.65,,0.8,,,
11802305,UNIVERSITY OF CALIFORNIA-SAN DIEGO,4-year,0.875,0.667,0.875,0.833,,
14952417,ELIZABETHTOWN COMMUNITY AND TECHNICAL COLLEGE,2-year,,0.742,,0.903,0.167,0.5
11903020,TOWSON UNIVERSITY,4-year,0.955,,1.0,,,
14906403,RIO SALADO COLLEGE,2-year,,0.462,,0.615,0.0,0.5
31915113,DEPAUL UNIVERSITY,4-year,0.829,,0.902,,,
14801224,MISSISSIPPI GULF COAST COMMUNITY COLLEGE JEFFERSON,2-year,,0.696,,0.875,0.012,0.5
31902163,UNIVERSIDAD DEL TURABO,4-year,0.857,0.667,1.0,0.667,,
14906130,ROWAN COLLEGE AT BURLINGTON COUNTY,2-year,,0.726,,0.863,0.156,0.391
14914447,SKAGIT VALLEY COLLEGE,2-year,,0.816,,0.908,0.06,0.434
11871138,UNIVERSITY OF PITTSBURGH-PITTSBURGH CAMPUS,4-year,0.795,,0.846,,,
21117705,THE LOS ANGELES FILM SCHOOL,4-year,,,,,,
11006533,APPALACHIAN STATE UNIVERSITY,4-year,1.0,,1.0,,,
11803011,UNIVERSITY OF GEORGIA,4-year,0.875,,1.0,,,
11993143,TARLETON STATE UNIVERSITY,4-year,0.75,,0.875,,,
14978438,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,2-year,,0.684,,0.789,0.019,0.558
11001815,UNIVERSITY OF IOWA,4-year,0.7,,0.7,,,
14982405,FULLERTON COLLEGE,2-year,0.667,0.653,0.667,0.833,0.0,0.419
14022743,BROOKHAVEN COLLEGE,2-year,,0.727,,0.873,0.0,0.655
14928405,ORANGE COAST COLLEGE,2-year,0.717,0.818,0.833,0.909,0.0,0.776
14950411,CHATTAHOOCHEE TECHNICAL COLLEGE,2-year,,0.972,,1.0,0.067,0.444
119D8143,TEXAS A & M UNIVERSITY-COMMERCE,4-year,0.692,,0.923,,,
21901128,UNIVERSITY OF PHOENIX-LAS VEGAS,4-year,0.788,,0.909,,,
31405209,GEORGETOWN UNIVERSITY,4-year,1.0,0.429,1.0,0.429,,
14930443,MCLENNAN COMMUNITY COLLEGE,2-year,,0.247,,0.482,0.0,0.432
11002733,NORTH CAROLINA A&T STATE UNIVERSITY,4-year,0.75,,0.75,,,
14913422,OAKLAND COMMUNITY COLLEGE,2-year,,0.667,,0.778,0.0,0.424
14926421,BUNKER HILL COMMUNITY COLLEGE,2-year,,0.739,,0.899,0.114,0.5
11969138,INDIANA UNIVERSITY OF PENNSYLVANIA-MAIN CAMPUS,4-year,0.958,1.0,0.958,1.0,,
31023643,PARK UNIVERSITY FT BLISS,4-year,0.688,0.655,0.81,0.828,,
11820104,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,4-year,0.545,,0.636,,,
14902149,MADISON AREA TECHNICAL COLLEGE,2-year,,0.733,,0.822,0.091,0.394
14415847,PIERCE COLLEGE AT PUYALLUP,2-year,,0.918,,0.965,0.068,0.473
14939436,OKLAHOMA STATE UNIVERSITY-OKLAHOMA CITY,2-year,1.0,0.708,1.0,0.792,0.056,0.556
119B8110,FLORIDA SOUTHWESTERN STATE COLLEGE,4-year,1.0,0.903,1.0,0.903,,
14923410,TALLAHASSEE COMMUNITY COLLEGE,2-year,,0.706,,0.882,0.14,0.512
14902403,COCHISE COLLEGE,2-year,,0.622,,0.865,0.121,0.424
11002523,SAINT CLOUD STATE UNIVERSITY,4-year,0.839,,0.935,,,
11802101,AUBURN UNIVERSITY AT MONTGOMERY,4-year,0.7,,0.8,,,
14915447,SPOKANE COMMUNITY COLLEGE,2-year,,0.719,,0.797,0.027,0.293
25114905,UNIVERSAL TECHNICAL INSTITUTE OF CALIFORNIA INC-CUCAMONGA,NCD,,0.902,,0.94,0.0,
11516635,BOWLING GREEN STATE UNIVERSITY,4-year,0.7,1.0,0.95,1.0,,
11820230,RUTGERS UNIVERSITY-NEW BRUNSWICK UNDERGRADUATE SCHOOLS,4-year,0.867,1.0,0.933,1.0,,
11000413,ILLINOIS STATE UNIVERSITY,4-year,0.818,,1.0,,,
149M0143,EASTFIELD COLLEGE,2-year,,0.639,,0.806,0.0,0.576
21917411,ASHWORTH COLLEGE,4-year,0.727,0.63,0.727,0.704,,
21902320,STRAYER UNIVERSITY-MARYLAND,4-year,0.667,0.5,0.833,0.5,,
21801005,DEVRY UNIVERSITY-CALIFORNIA,4-year,0.887,0.913,0.977,1.0,,
31711164,CHAMINADE UNIVERSITY OF HONOLULU,4-year,0.811,0.75,0.865,0.833,,
14901420,PRINCE GEORGE'S COMMUNITY COLLEGE,2-year,,0.739,,0.87,0.043,0.565
14915164,KAPIOLANI COMMUNITY COLLEGE,2-year,,0.536,,0.857,0.081,0.486
14914105,SOLANO COMMUNITY COLLEGE,2-year,0.739,0.739,0.913,0.957,0.0,0.625
14943105,FRESNO CITY COLLEGE,2-year,0.762,0.706,0.952,0.882,0.0,0.625
21000311,THE ART INSTITUTE OF ATLANTA,4-year,0.891,1.0,0.978,1.0,,
31123725,PARK UNIVERSITY DISTANCE LEARNING,4-year,0.688,0.655,0.81,0.828,,
11904105,SAN FRANCISCO STATE UNIVERSITY,4-year,0.867,1.0,0.867,1.0,,
14909418,BATON ROUGE COMMUNITY COLLEGE,2-year,,0.776,,0.918,0.066,0.541
21036943,UNIVERSITY OF PHOENIX-AUSTIN CAMPUS,4-year,0.778,,0.926,,,
14916437,CHEMEKETA COMMUNITY COLLEGE,2-year,,0.673,,0.731,0.07,0.488
14986405,SANTA MONICA COLLEGE,2-year,0.87,0.7,0.963,0.8,0.0,0.63
14922413,COLLEGE OF DUPAGE,2-year,,0.875,,0.953,0.0,0.333
11507047,WESTERN WASHINGTON UNIVERSITY,4-year,0.833,,0.917,,,
24960446,ADVANCED TECHNOLOGY INSTITUTE,2-year,,0.687,,0.808,0.047,0.43
11001523,MINNESOTA STATE UNIVERSITY-MANKATO,4-year,0.667,,0.944,,,
11001240,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,4-year,1.0,,1.0,,,
14925406,RED ROCKS COMMUNITY COLLEGE,2-year,,0.696,,0.893,0.146,0.561
14908447,GREEN RIVER COMMUNITY COLLEGE,2-year,,0.827,,0.907,0.0,0.628
11501401,UNIVERSITY OF ALABAMA IN HUNTSVILLE,4-year,0.737,,0.789,,,
11508417,NORTHERN KENTUCKY UNIVERSITY,4-year,0.759,0.857,0.862,0.929,,
11985122,WAYNE STATE UNIVERSITY,4-year,0.793,,0.897,,,
14971405,CUYAMACA COLLEGE,2-year,0.652,0.714,0.913,0.929,0.0,0.846
11810048,MARSHALL UNIVERSITY,4-year,0.714,,0.929,,,
11000149,UNIVERSITY OF WISCONSIN-MADISON,4-year,0.875,,0.938,,,
11816121,UNIVERSITY OF MASSACHUSETTS-AMHERST,4-year,0.722,,0.833,,,
11900150,UNIVERSITY OF WYOMING,4-year,0.706,,0.941,,,
31903163,UNIVERSIDAD DEL ESTE,4-year,0.875,1.0,0.875,1.0,,
11734166,UNIVERSITY OF GUAM,4-year,0.837,,0.907,,,
14998405,COLLEGE OF THE CANYONS,2-year,0.8,0.828,0.8,0.906,0.135,0.405
14905142,NASHVILLE STATE COMMUNITY COLLEGE,2-year,,0.741,,0.852,0.0,0.6
11001404,ARKANSAS TECH UNIVERSITY,4-year,0.818,1.0,0.818,1.0,,
21903132,BERKELEY COLLEGE OF NEW YORK,4-year,0.951,0.95,1.0,1.0,,
11967135,UNIVERSITY OF TOLEDO,4-year,0.8,1.0,0.85,1.0,,
11903132,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,4-year,0.714,0.0,0.952,0.0,,
14917437,ROGUE COMMUNITY COLLEGE,2-year,,0.778,,0.861,0.222,0.241
14923413,ILLINOIS CENTRAL COLLEGE,2-year,,0.625,,0.75,0.25,0.375
14907149,MILWAUKEE AREA TECHNICAL COLLEGE,2-year,,0.68,,0.76,0.0,0.182
21807411,DEVRY UNIVERSITY (DECATUR CAMPUS),4-year,0.906,0.875,0.969,0.875,,
31001909,WEBSTER UNIVERSITY-WASHINGTON DC,4-year,0.708,0.0,0.792,0.0,,
11953113,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,4-year,1.0,0.5,1.0,0.5,,
14901432,HUDSON VALLEY COMMUNITY COLLEGE,2-year,1.0,0.681,1.0,0.894,0.432,0.318
11995112,IDAHO STATE UNIVERSITY,4-year,0.821,0.769,0.893,0.769,,
11801705,UNIVERSITY OF CALIFORNIA-LOS ANGELES,4-year,1.0,0.333,1.0,0.333,,
11916111,CLAYTON STATE UNIVERSITY,4-year,0.757,0.667,0.919,0.667,,
14917149,FOX VALLEY TECHNIAL COLLEGE,2-year,,0.743,,0.857,0.19,0.143
11106005,SAN JOSE STATE UNIVERSITY,4-year,0.909,,1.0,,,
14961405,PASADENA CITY COLLEGE,2-year,0.821,0.864,0.923,0.864,0.0,0.421
14968443,TEXAS STATE TECHNICAL COLLEGE-WACO,2-year,,0.925,,0.925,0.0,0.1
11000549,UNIVERSITY OF WISCONSIN-OSHKOSH,4-year,0.739,,0.87,,,
14917420,THE COMMUNITY COLLEGE OF BALTIMORE COUNTY-CATONSVILLE,2-year,,0.766,,0.891,0.016,0.413
14903342,PELLISSIPPI STATE COMMUNITY COLLEGE,2-year,,0.839,,0.935,0.118,0.412
11904122,FERRIS STATE UNIVERSITY,4-year,0.842,0.5,0.895,0.5,,
14912403,YAVAPAI COLLEGE,2-year,,0.838,,0.882,0.278,0.278
31800132,NEW YORK UNIVERSITY,4-year,0.944,0.5,0.944,0.5,,
149K4143,RICHLAND COLLEGE,2-year,,0.743,,0.914,0.088,0.618
14925405,SANTA ROSA JUNIOR COLLEGE,2-year,0.75,0.73,0.9,0.865,0.0,0.389
14943433,GUILFORD TECHNICAL COMMUNITY COLLEGE,2-year,,0.733,,0.733,0.222,0.389
31809021,BOSTON UNIVERSITY,4-year,1.0,0.5,1.0,0.5,,
14968405,CERRITOS COLLEGE,2-year,1.0,0.885,1.0,1.0,0.0,0.474
11801905,CALIFORNIA STATE UNIVERSITY-LOS ANGELES,4-year,0.846,,0.846,,,
31927143,TEXAS CHRISTIAN UNIVERSITY,4-year,0.857,,1.0,,,
21381732,MONROE COLLEGE,4-year,0.857,0.847,1.0,0.932,,
25126843,UNIVERSAL TECHNICAL INSTITUTE-DALLAS FORT WORTH,NCD,,0.878,,0.906,,
11801029,UNIVERSITY OF NEW HAMPSHIRE-DURHAM,4-year,0.778,0.5,0.944,0.5,,
31001235,FRANKLIN UNIVERSITY,4-year,0.842,0.0,0.947,1.0,,
11901041,SOUTH DAKOTA STATE UNIVERSITY,4-year,0.385,1.0,0.769,1.0,,
14916443,SOUTH PLAINS COLLEGE,2-year,,0.895,,0.947,0.423,0.269
21954546,STRAYER UNIVERSITY-WOODBRIDGE,4-year,0.808,0.875,0.933,0.938,,
31954110,UNIVERSITY OF TAMPA,4-year,0.881,,0.976,,,
31801133,CAMPBELL UNIVERSITY,4-year,0.716,0.444,0.853,0.778,,
11822113,UNIVERSITY OF ILLINOIS AT CHICAGO,4-year,0.706,,0.824,,,
11510117,MURRAY STATE UNIVERSITY,4-year,0.824,0.0,0.824,1.0,,
14920410,SAINT JOHNS RIVER STATE COLLEGE,2-year,,0.762,,0.841,0.0,0.439
31910163,INTERAMERICAN UNIVERSITYOF PUERTO RICO-METRO,4-year,0.714,0.0,0.714,0.0,,
31010211,SAVANNAH COLLEGE OF ART AND DESIGN-SAVANNAH,4-year,0.903,1.0,0.968,1.0,,
11000144,SOUTHERN UTAH UNIVERSITY,4-year,0.846,0.923,0.923,0.923,,
11915114,INDIANA STATE UNIVERSITY,4-year,0.895,,0.895,,,
249C6443,WESTERN TECHNICAL COLLEGE,2-year,,0.924,,0.949,0.621,0.31
31005740,CHARLESTON SOUTHERN UNIVERSITY,4-year,0.75,,0.875,,,
14932440,HORRY-GEORGETOWN TECHNICAL COLLEGE,2-year,,0.875,,0.917,0.0,0.417
14999443,TYLER JUNIOR COLLEGE,2-year,,0.722,,0.833,0.113,0.302
14916405,BUTTE COLLEGE,2-year,0.733,0.474,0.867,0.632,0.08,0.48
21012046,DEVRY UNIVERSITY - ARLINGTON,4-year,0.789,,0.895,,,
14807324,HINDS COMMUNITY COLLEGE RAYMOND,2-year,,0.542,,0.75,0.318,0.227
11800219,UNIVERSITY OF SOUTHERN MAINE,4-year,0.808,1.0,0.885,1.0,,
14992912,COLLEGE OF WESTERN IDAHO,2-year,,0.667,,0.718,0.167,0.292
31850732,ST JOHN'S UNIVERSITY-NEW YORK,4-year,0.919,1.0,0.946,1.0,,
24810046,MEDICAL CAREERS INSTITUTE-SCHOOL OF HEALTH SCIENCE OF ECPI UNIVERSITY,2-year,0.859,0.789,0.945,0.883,0.312,0.417
31106109,AMERICAN UNIVERSITY,4-year,0.727,1.0,0.909,1.0,,
11001946,RADFORD UNIVERSITY,4-year,1.0,,1.0,,,
149E2443,NORTH LAKE COLLEGE,2-year,,0.808,,0.885,0.0,0.724
14941433,CRAVEN COMMUNITY COLLEGE,2-year,,0.722,,0.889,0.0,0.459
31100525,LINDENWOOD UNIVERSITY,4-year,0.919,1.0,0.973,1.0,,
14924446,J SARGEANT REYNOLDS COMMUNITY COLLEGE,2-year,1.0,0.774,1.0,0.871,0.026,0.487
11802605,CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,4-year,0.75,1.0,0.95,1.0,,
11957135,YOUNGSTOWN STATE UNIVERSITY,4-year,0.824,0.667,0.941,0.667,,
11363932,SUNY EMPIRE STATE COLLEGE,4-year,0.824,1.0,0.882,1.0,,
14995405,RIVERSIDE CITY COLLEGE,2-year,0.724,0.818,0.966,0.909,0.0,0.759
14952435,CINCINNATI STATE TECHNICAL AND COMMUNITY COLLEGE,2-year,1.0,0.714,1.0,0.81,0.0,0.385
11918414,BALL STATE UNIVERSITY,4-year,0.909,,1.0,,,
21025440,SOUTH UNIVERSITY-COLUMBIA,4-year,0.8,1.0,0.95,1.0,,
14929417,JEFFERSON COMMUNITY & TECHNICAL COLLEGE,2-year,,0.657,,0.829,0.059,0.559
11801605,UNIVERSITY OF CALIFORNIA-BERKELEY,4-year,0.727,,0.727,,,
11001818,NORTHWESTERN STATE UNIVERSITY OF LOUISIANA-NATCH,4-year,0.562,0.5,0.688,0.5,,
11803142,THE UNIVERSITY OF TENNESSEE-CHATTANOOGA,4-year,0.733,,0.867,,,
31874732,PACE UNIVERSITY,4-year,0.941,0.625,0.941,0.75,,
11906133,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,4-year,1.0,,1.0,,,
31996112,BRIGHAM YOUNG UNIVERSITY-IDAHO,4-year,1.0,,1.0,,,
119E6143,THE UNIVERSITY OF TEXAS AT BROWNSVILLE,4-year,1.0,0.579,1.0,0.684,,
24911633,MILLER-MOTTE COLLEGE-FAYETTEVILLE,2-year,,0.914,,0.93,0.455,0.364
14917164,HONOLULU COMMUNITY COLLEGE,2-year,,0.48,,0.84,0.0,0.52
31972110,JACKSONVILLE UNIVERSITY,4-year,0.968,,1.0,,,
11900447,BELLEVUE COLLEGE,4-year,,0.825,,0.912,,
11513435,MIAMI UNIVERSITY-OXFORD,4-year,0.793,1.0,0.897,1.0,,
11019543,THE UNIVERSITY OF TEXAS AT TYLER,4-year,0.875,,0.938,,,
31950105,AZUSA PACIFIC UNIVERSITY,4-year,0.875,1.0,1.0,1.0,,
31800405,UNIVERSITY OF SAN DIEGO,4-year,0.727,1.0,1.0,1.0,,
11000543,ANGELO STATE UNIVERSITY,4-year,0.824,1.0,0.882,1.0,,
31802242,BETHEL UNIVERSITY-NASHVILLE,4-year,1.0,1.0,1.0,1.0,,
13000407,CENTRAL CONNECTICUT STATE UNIVERSITY,4-year,0.522,,0.783,,,
14944105,DIABLO VALLEY COLLEGE,2-year,0.793,0.696,0.897,0.87,0.0,0.625
11929140,COLLEGE OF CHARLESTON,4-year,0.929,,1.0,,,
21954046,STRAYER UNIVERSITY-FREDERICKSBURG,4-year,0.808,0.875,0.933,0.938,,
31833105,CALIFORNIA BAPTIST UNIVERSITY,4-year,0.889,,0.889,,,
11966138,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,4-year,0.808,,0.846,,,
14002817,BLUEGRASS COMMUNITY AND TECHNICAL COLLEGE,2-year,,0.622,,0.711,0.0,0.393
11913105,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,4-year,0.824,1.0,0.882,1.0,,
31805029,SOUTHERN NEW HAMPSHIRE UNIVERSITY-MANCHESTER,4-year,0.851,0.923,0.917,1.0,,
11000818,SOUTHEASTERN LOUISIANA UNIVERSITY,4-year,0.667,0.0,0.778,0.0,,
21111905,HENLEY PUTNAM UNIVERSITY,4-year,0.667,,1.0,,,
13980325,SOUTHEAST MISSOURI STATE UNIVERSITY,4-year,0.75,,0.875,,,
11917025,UNIVERSITY OF MISSOURI KANSAS CITY,4-year,0.679,,0.857,,,
14816121,MASSASOIT COMMUNITY COLLEGE,2-year,1.0,0.76,1.0,0.88,0.0,0.625
14814142,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,2-year,,0.643,,0.786,0.0,0.737
11904106,COLORADO MESA UNIVERSITY,4-year,0.727,0.833,0.818,0.889,,
14913415,KIRKWOOD COMMUNITY COLLEGE,2-year,,0.645,,0.774,0.077,0.513
11001718,LOUISIANA TECH UNIVERSITY RUSTON,4-year,0.833,,0.917,,,
11900123,METROPOLITAN STATE UNIVERSITY,4-year,0.778,,1.0,,,
21953746,STRAYER UNIVERSITY-ARLINGTON,4-year,0.808,0.875,0.933,0.938,,
14924606,FRONT RANGE COMMUNITY COLLEGE,2-year,,0.73,,0.91,0.074,0.603
14907420,HOWARD COMMUNITY COLLEGE,2-year,,0.703,,0.892,0.2,0.36
14903142,CHATTANOOGA STATE COMMUNITY COLLEGE,2-year,,0.767,,0.833,0.211,0.211
25152405,UNIVERSAL TECHNICAL INSTITUTE OF NORTHERN CALIFORNIA INC-SACRAMENTO,NCD,,0.849,,0.935,0.0,
14909410,COLLEGE OF CENTRAL FLORIDA,2-year,,0.773,,0.955,0.148,0.37
119A9138,PENNSYLVANIA COLLEGE OF TECHNOLOGY,4-year,0.944,0.738,0.944,0.857,,
11802405,UNIVERSITY OF CALIFORNIA-DAVIS,4-year,0.875,,0.875,,,
11964125,UNIVERSITY OF MISSOURI ST LOUIS,4-year,1.0,,1.0,,,
11903214,INDIANA UNIVERSITY-PURDUE UNIVERSITY-FORT WAYNE,4-year,0.818,0.889,0.818,0.889,,
24820046,MEDICAL CAREERS INSTITUTE-SCHOOL OF HEALTH SCIENCE ECPI UNIVERSITY,2-year,0.859,0.789,0.945,0.883,0.312,0.417
11000541,UNIVERSITY OF SOUTH DAKOTA,4-year,1.0,1.0,1.0,1.0,,
14950405,CYPRESS COLLEGE,2-year,,0.851,,0.915,0.0,0.632
11804122,UNIVERSITY OF MICHIGAN-ANN ARBOR,4-year,1.0,,1.0,,,
11902104,UNIVERSITY OF ARKANSAS-FORT SMITH,4-year,0.929,1.0,1.0,1.0,,
14908413,COLLEGE OF LAKE COUNTY,2-year,,0.5,,0.5,0.154,0.538
14923440,CENTRAL CAROLINA TECHNICAL COLLEGE,2-year,,0.829,,0.943,0.08,0.4
219L1143,UNIVERSITY OF PHOENIX-HOUSTON CAMPUS,4-year,0.778,,0.926,,,
21029343,DEVRY UNIVERSITY-TEXAS IRVING,4-year,0.821,1.0,0.917,1.0,,
21008042,DAYMAR COLLEGE-CLARKSVILLE,4-year,1.0,0.936,1.0,0.957,,
14973405,VICTOR VALLEY COLLEGE,2-year,,0.905,,0.952,0.0,0.467
31801515,UPPER IOWA UNIVERSITY,4-year,0.735,0.6,0.824,0.8,,
11012543,STEPHEN F AUSTIN STATE UNIVERSITY,4-year,0.739,,0.783,,,
14934404,NORTHWEST ARKANSAS COMMUNITY COLLEGE,2-year,,0.683,,0.756,0.0,0.393
14967405,EL CAMINO COMMUNITY COLLEGE DISTRICT,2-year,0.727,0.538,0.864,0.808,0.0,0.538
31912663,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,4-year,0.833,,1.0,,,
14950433,PITT COMMUNITY COLLEGE,2-year,,0.733,,1.0,0.0,0.6
11903146,VIRGINIA STATE UNIVERSITY,4-year,0.75,0.0,0.875,0.333,,
21040843,THE ART INSTITUTE OF SAN ANTONIO,4-year,0.828,0.786,0.931,0.929,,
14922149,NORTHEAST WISCONSIN TECHNICAL COLLEGE,2-year,,1.0,,1.0,0.143,0.071
11505001,JACKSONVILLE STATE UNIVERSITY,4-year,0.667,,0.778,,,
