va_facility_code,va_facility_name,school_level_va,retention_rate_veteran_ba,retention_rate_veteran_otb,persistance_rate_veteran_ba,persistance_rate_veteran_otb,graduation_rate_veteran,transfer_out_rate_veteran
25035643,ITS ACADEMY OF BEAUTY 4,NCD,,1.0,,1.0,,
25033706,A-CENT AVIATION,NCD,,,,,,
25038343,ITS ACADEMY OF BEAUTY DENTON,NCD,,1.0,,1.0,,
24932403,KAPLAN COLLEGE-PHOENIX,2-year,,,,,0.0,0.5
25034301,FLIGHT TRAINING OF MOBILE LLC,NCD,,,,,,
25034311,ATLANTIC CDL TRAINING CENTER LLC,NCD,,,,,,
24931403,ANTHEM COLLEGE-BRYMAN SCHOOL,2-year,,0.75,,1.0,0.0,0.444
25034804,PROFESSIONAL COSMETOLOGY EDUCATION CENTER,NCD,,,,,,
25035004,ACADEMIC WORLD OF COSMETOLOGY,NCD,,,,,,
24931025,ANTHEM COLLEGE FENTON,2-year,,1.0,,1.0,0.0,0.5
24931014,HARRISON COLLEGE - ELKHART,2-year,1.0,0.9,1.0,1.0,0.214,0.464
25035006,FLIGHTS INC,NCD,,,,,,
25033606,EMPIRE BEAUTY SCHOOL-THORNTON,NCD,,1.0,,1.0,,
25132443,HOUSTON DENTAL ASSISTANT SCHOOL SPRING,NCD,,,,,,
25110905,NEWBRIDGE COLLEGE-SAN DIEGO EAST,NCD,,,,,,
25145205,WESTERN BEAUTY INSTITUTE,NCD,,,,,,
25144005,WESTERN BEAUTY INSTITUTE,NCD,,,,,,
25135805,AHART AVIATION,NCD,,,,,,
25133243,CLC INC,NCD,,,,,,
25136443,CARRINGTON COLLEGE-MESQUITE,NCD,,,,,,
25133805,VIDEO SYMPHONY ENTERTRAINING INC,NCD,,1.0,,1.0,,
25110443,EXCEL LEARNING CENTER SA NORTH,NCD,,0.333,,1.0,,
25130443,VERSICAT ITU LLC DBA ADJUSTER PRO,NCD,,0.8,,0.8,,
25130343,CHARLES & SUES SCHOO OF HAIR DESIGN,NCD,,,,,,
25111243,TEXAS BARBER COLLEGES AND HAIRSTYLING SCHOOLS,NCD,,1.0,,1.0,0.0,
25140962,MD BERNARDINO TECH SCHL FDN INC CTR FOR ASIAN CULINARY STUDIES-SUBIC BAY,NCD,,,,,,
25142910,CORE INSTITUTE SCHOOL OF MASSAGE THERAPY AND STRUCTURAL BODYWORK,NCD,,,,,,
25130705,CHARTER COLLEGE,NCD,,0.556,,0.889,0.0,
25129643,HUFFMAN AVIATION LLC,NCD,,,,,,
25134505,AUTOMOTIVE TRAINING SCHOOLS,NCD,,,,,,
25111364,HAWAII MEDICAL COLLEGE,NCD,,,,,,
25112343,MARCAIR INC,NCD,,,,,,
25110843,SOUTH TEXAS VOC TECH INST-CORPUS,NCD,,1.0,,1.0,,
25110864,ALL ISLANDS REAL ESTATE SCHOOL,NCD,,,,,,
25111705,CRIMSON TECHNICAL COLLEGE,NCD,,0.929,,0.982,0.0,
25142205,MTI BUSINESS COLLEGE INC,NCD,,,,,,
25170005,WINGS FLIGHT SCHOOL,NCD,,,,,,
25134705,EMPIRE ACADEMY OF MAKE-UP,NCD,,,,,,
25122543,WORLDWIDE CANINE INC,NCD,,,,,,
25113543,DELTA QUALIFLIGHT AVIATION,NCD,,,,,,
25160305,HI DESERT TRUCK DRIVING SCHOOL,NCD,,0.0,,0.0,,
25150422,MICHIGAN SCHOOL OF CANINE COSMETOLOGY,NCD,,,,,,
25159805,CHARTER COLLEGE (LANCASTER),NCD,,0.556,,0.889,0.0,
25150862,FIRST GOURMET ACADEMY,NCD,,,,,,
25124743,ATI CAREER TRAINING CENTER-DALLAS,NCD,,,,,0.333,
25159405,CALIFORNIA COLLEGE OF VOCATIONAL CAREERS,NCD,,,,,,
25159205,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SACRAMENTO,NCD,,0.0,,1.0,0.0,
25116243,FORTIS INSTITUTE GRAND PRAIRIE,NCD,,0.5,,0.75,,
25159062,CENTER FOR ASIAN CULINARY STUDIES,NCD,,,,,,
25124643,SW SCHOOL OF BUSINESS AND TECHNICAL CAREERS,NCD,,,,,,
25123943,EXCEL LEARNING CENTER,NCD,,0.778,,0.889,,
25161005,SANTA MARIA BEAUTY COLLEGE,NCD,,,,,,
25123105,ASHER COLLEGE (AKA MDDV INC.),NCD,,1.0,,1.0,,
25125205,FREDRICK AND CHARLES BEAUTY COLLEGE,NCD,,,,,,
25122443,SOUTHEAST TEXAS CAREER INSTITUTE,NCD,,,,,,
25158805,BIOHEALTH COLLEGE,NCD,,,,,,
25121543,STATE BEAUTY ACADEMY,NCD,,,,,,
25158305,MARSTON POLYGRAPH ACADEMY,NCD,,0.0,,0.0,,
25121243,CHAMPIONS SCH OF REAL ESTATE HOUSTON WEST,NCD,,,,,,
25121143,CHAMPIONS SCH OF REAL ESTATE AUSTIN ROUND ROCK,NCD,,,,,,
25154505,INTERCOAST COLLEGES (CARSON),NCD,,,,,,
25120143,CHAMPIONS SCH OF REAL ESTATE GALLERIA,NCD,,,,,,
25119705,LAURUS COLLEGE,NCD,,0.667,,0.667,,
25119543,CHAMPIONS SCHOOL OF REAL ESTATE PLANO,NCD,,,,,,
25117943,TEXAS HEALTH HUGULEY,NCD,,,,,,
25119343,A CAREER IN EDUCATION-ACP,NCD,,,,,,
25156505,XAVIER COLLEGE,NCD,,,,,0.0,
25123543,EVEREST INSTITUTE-SAN ANTONIO,NCD,,0.95,,1.0,,
25166105,CET NURSING,NCD,,,,,,
25129505,FOUR-D COLLEGE,NCD,,0.5,,0.75,,
25146922,COLORTEC TECHNICAL TRAINING INSTITUTE,NCD,,,,,,
25168605,CUTTING EDGE AVIATION,NCD,,,,,,
25126543,AIRSTREAMS RENEWABLES INC,NCD,,,,,,
25126505,NEW TECHNOLOGY TRAINING INSTITUTE,NCD,,,,,,
25147905,ANTHEM COLLEGE,NCD,,,,,,
25168005,HINTON BARBER COLLEGE,NCD,,,,,,
25113505,WESTMED COLLEGE SAN JOSE,NCD,,1.0,,1.0,,
25126143,MIAT INSTITUTE OF TECHNOLOGY,NCD,,0.8,,0.84,,
25167705,INTEGRITY COLLEGE OF HEALTH,NCD,,,,,,
25167205,PROGRESSIVE COMPUTER LEARNING,NCD,0.333,0.0,1.0,1.0,,
25114243,NUVANI INSTITUTE NORTH,NCD,,,,,,
25115543,MONARCH AIR,NCD,,,,,,
25149405,EVEREST COLLEGE-ONTARIO,NCD,,0.75,,1.0,,
25145710,NATIONAL AVIATION ACADEMY,NCD,,0.5,,0.734,0.0,
25166005,GURNICK ACADEMY OF MEDICAL ARTS,NCD,,1.0,,1.0,,
25150010,BONITA SPRINGS SCHOOL,NCD,,,,,,
25125505,MOJAVE BARBER COLLEGE,NCD,,,,,,
25114643,FORTIS INSTITUTE-HOUSTON,NCD,,,,,,
25165205,MEDICAL CAREER SERVICES,NCD,,,,,,
25165005,GURNICK ACADEMY OF MEDICAL ARTS,NCD,,1.0,,1.0,,
25125343,MAI-TRIX BEAUTY COLLEGE,NCD,,,,,,
25164205,INTERCOAST COLLEGES (ELK GROVE),NCD,,1.0,,1.0,,
25115143,ATI CAREER TRAINING CENTER GARLAND,NCD,,,,,0.333,
25163005,CHANNEL ISLANDS AVIATION,NCD,,,,,,
25162805,HEALING ARTS INSTITUTE,NCD,,,,,,
25162305,CHARTER COLLEGE (LONG BEACH),NCD,,0.556,,0.889,0.0,
25161605,ANGELES SCHOOL OF NURSING,NCD,,,,,,
25166505,COAST FLIGHT TRAINING AND MANAGEMENT INC,NCD,,,,,,
28019716,AMERICAN INSTITUTE OF BAKING INTERNATIONAL,NCD,,,,,,
28035238,TECH AVIATION,NCD,,,,,,
28035026,MODERN BEAUTY SCHOOL INC,NCD,,,,,0.0,
28034807,CONNECTICUT SCHOOL OF BROADCASTING-FARMINGTON,NCD,,,,,,
28025139,TEAMSTERS LOCAL 251,NCD,,,,,,
28024229,INTERCOAST CAREER INSTITUTE,NCD,,,,,,
28022237,AIRMANS PROFICIENCY CENTER,NCD,,,,,,
28022116,HERITAGE COLLEGE-WICHITA,NCD,,1.0,,1.0,,
28012722,EVEREST INSTITUTE-DEARBORN,NCD,,1.0,,1.0,,
28021318,DIESEL DRIVING ACADEMY - SHREVEPORT,NCD,,0.125,,0.25,0.0,
28036438,ACE PILOT TRAINING,NCD,,,,,,
28019237,COLLEGE OF HAIR DESIGN CAREERS,NCD,,,,,,
28018244,EVANS HAIRSTYLING COLLEGE-CEDAR CITY,NCD,,,,,,
28016844,SHERMAN KENDALL ACADEMY-SALT LAKE CITY,NCD,,,,,,
28016238,TRI-CITY BEREAN INSTIT BARBER SCH,NCD,,,,,,
28014250,SAGE TECHNICAL SERVICES-CASPER,NCD,,,,,,
28013919,SHELTER INSTITUTE,NCD,,0.0,,0.0,,
25808118,GULF COAST AVIATION,NCD,,,,,,
28021919,ACADEMY OF MEDICAL PROFESSIONS TRANSCRIPTION ASSOCIATES INC,NCD,,,,,,
28071438,KITTANNING BEAUTY ACADEMY,NCD,,,,,,
28133222,SOLO AVIATION INC,NCD,,,,,,
28132310,AMERICAN INSTITUTE OF DIAMOND CUTTING,NCD,,,,,,
28112323,THUNDERBIRD AVIATION INC,NCD,,,,,,
28109047,GLEN DOW ACADEMY OF HAIR DESIGN,NCD,,1.0,,1.0,,
28100439,THE SAWYER SCHOOL,NCD,,,,,,
28094562,INTERNATIONAL SCHOOL FOR CULINARY ARTS AND HOTEL MANAGEMENT,NCD,,,,,,
28086012,RAZZLE DAZZLE COLLEGE OF HAIR DESIGN INC,NCD,,,,,,
28035914,VINCENNES BEAUTY COLLEGE,NCD,,,,,,
28077622,PROFESSIONAL DRIVERS INSTITUTE INC,NCD,,,,,,
28036236,STILLWATER BEAUTY ACADEMY,NCD,,,,,,
28068440,BETTY STEVENS COSMETOLOGY INSTITUTE,NCD,,,,,,
28066530,SHORE TRACTOR TRAILER TRAINING INC,NCD,,0.0,,0.333,,
28061730,DOVER BUSINESS COLLEGE-CLIFTON,NCD,,,,,,
28054826,CREVIER'S SCHOOL OF COSMETOLOGY,NCD,,1.0,,1.0,,
28054526,MONTANA SCHOOL OF TAXIDERMY,NCD,,0.0,,0.5,,
28053021,KAPLAN CAREER INSTITUTE-CHARLESTOWN,NCD,,,,,,
28043510,MANHATTAN HAIRSTYLING ACADEMY,NCD,,0.667,,1.0,,
28012622,EVEREST INSTITUTE-SOUTHFIELD,NCD,,0.5,,1.0,,
28078740,LACY COSMETOLOGY SCHOOL-GOOSE CREEK,NCD,,,,,,
25813206,KAPLAN COLLEGE-COLORADO SPRINGS,NCD,,0.0,,0.5,,
25893521,EMERGENCY MEDICAL AND RESCUE INSTITUTE LLC,NCD,,,,,,
25835207,MARINELLO SCHOOL OF BEAUTY-TORRINGTON,NCD,,1.0,,1.0,,
25833146,A-1 BEAUTY AND BARBER COLLEGE,NCD,,,,,,
25833046,SECURITY UNIVERSITY,NCD,,,,,,
25832807,CONNECTICUT INSTITUTE OF HAIR DESIGN,NCD,,0.0,,0.0,,
25831405,COAST CAREER INSTITUTE,NCD,,,,,,
25816303,PETSTOP SCHOOL OF DOG GROOMING LLC,NCD,,,,,,
28012741,SOUTH DAKOTA SCHOOL OF MASSAGE THERAPY,NCD,,,,,,
25815403,ARIZONA FLIGHT TRAINING CENTER,NCD,,,,,,
25919521,WORCESTER ELECTRICIAN SCHOOL,NCD,,,,,,
25812213,CHICAGO SCHOOL OF VIOLIN MAKING,NCD,,,,,,
25812110,INSTITUTE OF TECHNOLOGY-TAMPA,NCD,,0.871,,0.903,,
25812005,INTERCOAST COLLEGE (WEST COVINA),NCD,,0.75,,1.0,,
25811905,EVEREST COLLEGE-TORRANCE,NCD,,1.0,,1.0,,
25811005,KAPLAN COLLEGE-NORTH HOLLYWOOD,NCD,,0.333,,0.667,0.0,
25810605,UNIVERSAL SCHOOLS AND COLLEGES OF HEALTH AND HUMAN SERVICES-RIVERSIDE,NCD,,,,,,
25810405,INTERCOAST COLLEGES (RIVERSIDE),NCD,,0.75,,1.0,,
25815903,CACTUS WREN TRAINING PROGRAM,NCD,,,,,,
26341832,"AMERICAN ACADEMY OF PERSONAL TRAINING, L.L.C.",NCD,,,,,,
28011929,CONTINENTAL ACADEMIE OF HAIR DESIGN-HUDSON,NCD,,,,,,
28008515,IOWA SCHOOL OF BEAUTY-SIOUX CITY,NCD,,,,,,
28008131,VOGUE COLLEGE OF COSMETOLOGY,NCD,,,,,,
28005930,"HOHOKUS SCHOOL, RETS/NUTLEY",NCD,,,,,,
28003922,"CAREER QUEST LEARNING CENTERS, INC.-LANSING",NCD,,0.0,,1.0,,
28002026,BUTTE ACADEMY OF BEAUTY CULTURE,NCD,,,,,,
28001415,AMERICAN COLLEGE OF HAIRSTYLING-CEDAR RAPIDS,NCD,,,,,,
25909063,INSTITUTO DE BANCA Y COMERCIO (CAROLINA),NCD,,,,,,
28000914,PJ'S COLLEGE OF COSMETOLOGY-RICHMOND,NCD,,,,,,
25909821,MARTIN ELECTRICAL AND TECHNICAL SCHOOL,NCD,,,,,,
26004907,STONE ACADEMY-WATERBURY,NCD,,1.0,,1.0,,
25P21438,EVEREST INSTITUTE-BENSALEM,NCD,,1.0,,1.0,,
25P00132,HERITAGE FLIGHT ACADEMY LLC,NCD,,,,,,
25M00138,ACES AVIATION,NCD,,,,,,
25933521,AMERICAN CAREER INSTITUTE,NCD,,,,,0.0,
25931640,HARLEY'S BEAUTY AND BARBER CAREER WITHDRAWN,NCD,,1.0,,1.0,,
25931521,QUALITY EMS EDUCATORS INC,NCD,,,,,,
28152222,DAVID PRESSLEY PROFESSIONAL SCHOOL OF COSMETOLOGY,NCD,,,,,,
28001137,PHAGANS MEDFORD BEAUTY SCHOOL,NCD,,,,,,
31001544,WEBSTER UNIVERSITY,4-year,0.708,0.0,0.792,0.0,,
31003262,UNIVERSITY OF THE ASSUMPTION,4-year,,,,,,
31002833,MOUNTAIN STATE UNIVERSITY ~ MOORESVILLE (WITHDRAWN),4-year,,,,,,
31002733,MOUNTAIN STATE UNIVERSITY ~ HICKORY (WITHDRAWN),4-year,,,,,,
31002670,UNIVERSITY OF SOUTH AUSTRALIA,4-year,,,,,,
31002640,STRAYER UNIVERSITY (CHARLESTON),4-year,1.0,,1.0,,,
31002540,STRAYER UNIVERSITY - COLUMBIA CAMPUS,4-year,1.0,,1.0,,,
31001770,FLINDERS UNIVERSITY,4-year,,,,,,
28133910,ORANGE PARK INTERNATIONAL SCHOOL OF BEAUTY,NCD,,,,,,
31001575,NOVA SCOTIA COLL ART & DESIGN,4-year,,,,,,
31003738,SETON HILL UNIVERSITY,4-year,1.0,,1.0,,,
31001438,PALMER THEOLOGICAL SEMINARY OF EASTERN UNIV,4-year,0.0,,0.0,,,
31001412,GEORGE FOX UNIVERSITY,4-year,1.0,,1.0,,,
31001409,CORCORAN COLLEGE OF ART AND DESIGN,4-year,0.0,,1.0,,,
31001408,STRAYER UNIVERSITY (CHRISTIANA CAMPUS),4-year,0.333,0.0,1.0,1.0,,
31001103,GRAND CANYON UNIVERSITY,4-year,0.767,,0.907,,,
31001078,CENTRAL OSTROBOTHNIA UNIVERSITY OF APPLIED SCIENCES,4-year,,,,,,
31001002,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,4-year,0.832,0.683,0.903,0.857,,
31001740,"UNIVERSITY OF PHOENIX (COLUMBIA, SC)",4-year,0.9,,1.0,,,
31006640,VOORHEES COLLEGE,4-year,,,,,,
31009325,CENTRAL BIBLE COLLEGE,4-year,,,,,,
31009142,ARGOSY UNIVERSITY - NASHVILLE,4-year,,,,,,
31009042,WILLIAMSON CHRISTIAN COLLEGE,4-year,,,,,,
31008705,TUI UNIVERSITY,4-year,0.78,,0.836,,,
31008605,CALIFORNIA INSTITUTE FOR HUMAN SCIENCE,4-year,,,,,,
31007978,ROYAL COLLEGE OF SURGEONS,4-year,,,,,,
31007942,CUMBERLAND UNIVERSITY,4-year,0.5,,0.5,,,
31003475,COLUMBIA COLLEGE,4-year,0.713,0.655,0.787,0.858,,
31006740,VOORHEES COLLEGE,4-year,,,,,,
31003662,ATENEO DE DAVAO UNIVERSITY,4-year,,,,,,
31005846,VIRGINIA INTERMONT COLLEGE,4-year,,,,,,
31005527,OUR LADY OF GUADALUPE SEMINARY,4-year,,,,,,
31005238,LINCOLN UNIVERSITY,4-year,,,,,,
31005115,ITT TECHNICAL INSTITUTE,4-year,,1.0,,1.0,,
31004230,NEW BRUNSWICK THEOLOGICAL SEMINARY,4-year,,,,,,
31003842,LAMBUTH UNIVERSITY WITHDRAWN,4-year,,,,,,
31003762,ATENEO DE MANILA UNIVERSITY,4-year,,,,,,
31000726,UNIVERSITY OF MARY,4-year,1.0,,1.0,,,
31006920,NATIONAL LABOR COLLEGE,4-year,0.0,,0.0,,,
28357832,CAPRI SCHOOL OF HAIR DESIGN,NCD,,,,,,
31000878,UNIVERSIDAD EUROPEA DE MADRID,4-year,,,,,,
28577148,SCOTT COLLEGE OF COSMETOLOGY,NCD,,,,,,
28572032,CAREER INSTITUTE OF HEALTH AND TECHNOLOGY,NCD,,,,,,
28567332,ROCHESTER INSTITUTE OF DOG GROOMING,NCD,,1.0,,1.0,,
28510018,DIESEL DRIVING ACADEMY - BATON ROUGE,NCD,,0.091,,0.364,0.0,
28503132,CONTINENTAL SCHOOL OF BEAUTY CULTURE-BUFFALO,NCD,,0.0,,0.0,,
28503062,GLOBAL CULINARY AND HOSPITALITY ACADEMY - MAKATI,NCD,,1.0,,1.0,,
28582217,NUTEK ACADEMY OF BEAUTY INC,NCD,,,,,,
28403832,BROWN'S AUTO DRIVING SCHOOL,NCD,,,,,,
28591617,SOUTH CENTRAL KENTUCKY BARBER COLLEGE,NCD,,,,,,
28307038,EMPIRE BEAUTY SCHOOL-HANOVER,NCD,,,,,,
28290747,ALEXANDAR SCHOOL OF NATURAL THERAPEUTICS-SUSPENDED,NCD,,,,,,
28275547,EVEREST COLLEGE-SEATTLE,NCD,,,,,,
28215615,LA JAMES INTERNATIONAL COLLEGE-JOHNSTON,NCD,,,,,,
28213215,LA JAMES INTERNATIONAL COLLEGE-CEDAR FALLS,NCD,,,,,,
28170733,LEONS BEAUTY SCHOOL INC,NCD,,,,,,
28152322,MICHIGAN COLLEGE OF BEAUTY-WATERFORD,NCD,,,,,,
25807940,LEGRAND INSTITUTE OF COSMETOLOGY INC,NCD,,,,,,
28404232,RICHMOR AVIATION-SCHENECTADY,NCD,,,,,,
31000288,BI NORWEGIAN BUSINESS SCHOOL,4-year,0.0,,1.0,,,
28141410,WYOTECH,NCD,,0.833,,0.912,1.0,
31000685,TOKYO INTERNATIONAL UNIVERSITY,4-year,,,,,,
31000574,ICD BUSINESS SCHOOL,4-year,,,,,,
31000570,SAE INSTITUTE-BRISBANE,4-year,,,,,,
31000569,AMERICAN UNIV OF CENTRAL ASIA,4-year,,,,,,
31000492,UNIVERSIDAD DE LIMA,4-year,,,,,,
31000484,INSTITUTO RUDY LANZA,4-year,,,,,,
28580217,EMPIRE BEAUTY SCHOOL-HURTSBORNE,NCD,,,,,,
31000431,COLLEGE OF SANTA FE,4-year,0.0,1.0,1.0,1.0,,
31000837,LINFIELD COLLEGE,4-year,0.333,0.0,1.0,1.0,,
31000284,ACCADEMIA ITALIANA,4-year,,,,,,
31000188,UNIVERSITY OF OSLO,4-year,,,,,,
31000174,UNIVERSITY OF THE ARTS LONDON,4-year,,,,,,
28801438,EMPIRE BEAUTY SCHOOL-EXTON,NCD,,,,,,
28800338,EMPIRE BEAUTY SCHOOL-POTTSVILLE,NCD,,,,,,
28766505,FALCON TRUCK SCHOOL,NCD,,0.0,,0.5,,
28633145,"YESTERMORROW, INC",NCD,0.333,0.0,1.0,1.0,,
28628445,THE SALON PROFESSIONAL ACADEMY-WILLISTON,NCD,,,,,,
31000438,MOUNTAIN STATE UNIVERSITY-CENTER TOWNSHIP CAMPUS MONACA,4-year,,,,,,
25301808,NATIONAL MASSAGE THERAPY INSTITUTE,NCD,,0.333,,0.5,0.0,
25381432,STUDIO JEWELERS,NCD,,1.0,,1.0,,
25335532,ANTHEM INSTITUTE-NEW YORK,NCD,,,,,,
25313938,NEW HORIZONS COMPUTER LEARNING CENTER-PITTSTON,NCD,,,,,,
25309747,REGAL AIR,NCD,,,,,,
25309338,EMPIRE BEAUTY SCHOOL-WEST MIFFLIN,NCD,,,,,,
25309038,MOORE AVIATION INC,NCD,,,,,,
25307638,HEALTH OPTIONS INSTITUTE,NCD,,,,,,
25452747,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SEATTLE,NCD,,0.182,,0.909,,
25305247,CLASSIC HELICOPTER CORPORATION,NCD,,,,,,
25384932,HUDSON VALLEY SCHOOL OF MASSAGE THERAPY,NCD,,,,,,
25300938,GREAT LAKES INST OF TECHNOLOGY (MEDICAL CAREERS),NCD,,1.0,,1.0,,
25300221,SOUTH COAST FIRE SAFETY AND MEDICAL CONSULTANTS,NCD,,,,,,
25300005,MAZZEI FLYING SERVICE,NCD,,,,,,
25299938,MASSAGE ACADEMY OF THE POCONOS,NCD,,0.0,,0.0,,
25298347,TRANS UNION TRUCK DRIVING SCHOOL,NCD,,0.0,,0.0,,
25295347,NORTHWEST HAIR ACADEMY-BELLINGHAM,NCD,,,,,,
25291947,SNOHOMISH FLYING SERVICE INC,NCD,,,,,,
25305338,NEW HORIZONS COMPUTER LEARNING CENTER INSTITUTE,NCD,,1.0,,1.0,,
25400038,AERO-TECH SERVICES,NCD,,,,,,
25809305,UNITED EDUCATION INSTITUTE (CHULA VISTA),NCD,0.333,0.0,1.0,1.0,,
25448347,MASSAGE CONNECTION SCHOOL OF NATURAL HEALING,NCD,,,,,,
25448010,CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY,NCD,,,,,,
25447410,AVEDA INSTITUTE OF ST PETERSBURG,NCD,,1.0,,1.0,0.0,
25445610,FAST TRAIN,NCD,,,,,,
25442047,QUALITY BEAUTY COLLEGE,NCD,,,,,,
25432105,LONG BEACH FLIGHT ACADEMY,NCD,,,,,,
25383132,STELLA ADLER STUDIO OF ACTING,NCD,,,,,,
25409747,EVEREST COLLEGE-VANCOUVER,NCD,,1.0,,1.0,,
25383632,THE NEW YORK CONSERVATORY FOR DRAMATIC ARTS,NCD,,1.0,,1.0,,
25394432,LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER,NCD,,,,,,
25392932,PER SCHOLAS INSTITUTE FOR TECHNOLOGY,NCD,,0.0,,1.0,,
25392832,BUFFALO CDL TRAINING INSTITUTE,NCD,,0.667,,0.667,,
25392632,FINGER LAKES SCHOOL OF MASSAGE,NCD,,,,,,
25390432,AMERICAN BUILDING INSPECTION & TRAINING CO INC,NCD,,0.0,,1.0,,
25390032,NETCOM INFORMATION TECHNOLOGY INC,NCD,,,,,,
25388332,NEW YORK REAL ESTATE INSTITUTE,NCD,,,,,,
25260910,SKYWARRIOR INC,NCD,,,,,,
25418947,SEATTLE FILM INSTITUTE,NCD,,,,,,
25200522,ROSS MEDICAL EDUCATION CENTER-BRIGHTON,NCD,,0.0,,1.0,,
25291247,GALVIN FLIGHT TRAINING LLC,NCD,,,,,,
25219215,EAST-WEST SCHOOL OF INTEGRATIVE HEALING ARTS,NCD,,,,,,
25218515,INSTITUTE OF THERAPEUTIC MASSAGE,NCD,,,,,,
25218215,HUTTON VALLEY SCHOOL OF TAXIDERMY,NCD,,,,,,
25218015,FAUST INSTITUTE OF COSMETOLOGY,NCD,,,,,,
25209062,JOCSON COLLEGE INC,NCD,,1.0,,1.0,,
25205605,LOFT,NCD,,,,,,
25250410,AEROSIM FLIGHT ACADEMY,NCD,,,,,,
25201922,STAUTZENBERGER INSTITUTE,NCD,,,,,,
25250610,AMERICAN FLYERS,NCD,,,,,,
25185905,CALIFORNIA CAREER INSTITUTE,NCD,,,,,,
25185005,LAURUS COLLEGE-OXNARD,NCD,,0.667,,0.667,,
25179405,BLAKE AUSTIN COLLEGE BEAUTY ACADEMY,NCD,0.333,0.0,1.0,1.0,,
25179205,EVEREST COLLEGE-GARDENA,NCD,,,,,,
25178205,CAREER NETWORKS INSTITUTE,NCD,0.333,0.0,1.0,1.0,,
25174805,AMERICAN HELICOPTERS,NCD,,,,,,
25173105,UNIVERSAL SCHOOLS AND COLLEGES OF HEALTH AND HUMAN SERVICES-ANAHEIM,NCD,,,,,,
25172305,INTERCOAST COLLEGES (ORANGE),NCD,,,,,,
25202005,PINNACLE AVIATION ACADEMY,NCD,,,,,,
25258310,FLORIDA FLIGHT TRAINING CENTER INC,NCD,,,,,,
25453747,TONI & GUY HAIRDRESSING ACADEMY-BELLINGHAM,NCD,,,,,,
25259510,OCEAN HELICOPTERS INC,NCD,,,,,,
25259410,CAMS FLIGHT INC,NCD,,,,,,
25259310,AMS FLIGHT SCHOOL,NCD,,,,,,
25259210,TRAX AIR LLC,NCD,,,,,,
25259110,GULF ATLANTIC AIRWAYS D/B/A UNIVERSITY AIR CENTER,NCD,,,,,,
25259010,NS AVIATION INC,NCD,,,,,,
25219815,ADVANCED AIR INC,NCD,,,,,,
25258410,PALM BEACH HELICOPTERS,NCD,,,,,,
25261010,AEROSTAR TRAINING SERVICES,NCD,,,,,,
25257910,EPIC AVIATION ACADEMY,NCD,,,,,,
25257210,SIMCOM INTERNATIONAL FLIGHT ACADEMY INC,NCD,,,,,,
25257110,DEAN INTERNATIONAL,NCD,,,,,,
25256610,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,NCD,,,,,,
25256510,CLEARWATER AVIATION ACADEMY,NCD,,,,,,
25256410,STERLING FLIGHT TRAINING BY MALONE AIR INC,NCD,,,,,,
25256210,BRISTOW ACADEMY INC,NCD,,,,,,
25251310,PHOENIX EAST AVIATION,NCD,,,,,,
25258510,FIT AVIATION LLC,NCD,,,,,,
25583025,A GATHERING PLACE,NCD,,,,,,
25602925,LE CORDON BLEU COLLEGE OF CULINARY ARTS-ST LOUIS,NCD,,0.0,,0.5,,
25602525,PULASKI COUNTY AMBULANCE DISTRICT,NCD,,,,,,
25602005,SAN DIEGO FLIGHT TRAINING INTERNATIONAL,NCD,,,,,,
25601505,CALIFORNIA FLIGHT ACADEMY LLC,NCD,,,,,,
25601425,ADVANCE BEAUTY COLLEGE,NCD,,,,,,
25601105,MUELLER COLLEGE,NCD,,1.0,,1.0,,
25600405,NATIONAL AIR COLLEGE,NCD,,,,,,
25449047,EVEREST COLLEGE-RENTON,NCD,,1.0,,1.0,,
25591225,WELLSPRING SCHOOL OF ALLIED HEALTH-KANSAS CITY,NCD,,1.0,,1.0,,
25605625,CITY POINTE BEAUTY ACADEMY,NCD,,,,,,
25581725,CHILLICOTHE BEAUTY ACADEMY INC,NCD,,,,,,
25579525,ANTONIO'S BARBER COLLEGE,NCD,,,,,,
25578225,EA LA MAR'S BEAUTY AND BARBER COLLEGE,NCD,,,,,,
25573235,AMERICAN AIR CONDITIONING ACADEMY,NCD,,,,,,
25571735,STATE BEAUTY ACADEMY,NCD,,,,,,
25569435,EVEREST INSTITUTE-GAHANNA,NCD,,0.0,,0.0,,
25564135,AMERICAN WINDS FLIGHT ACADEMY,NCD,,,,,,
25598425,THE SALON PROFESSIONAL ACADEMY,NCD,,,,,,
25803205,EVEREST COLLEGE-ALHAMBRA,NCD,,0.0,,0.0,,
25171105,ANTELOPE VALLEY INST OF TECH,NCD,,,,,,
25807735,ELITE HAIR ACADEMY LLC,NCD,,,,,,
25807335,ROSS MEDICAL EDUCATION CENTER - SYLVANIA,NCD,,,,,,
25807062,CENTER FOR ASIAN CULINARY STUDIES - CAVITE INC,NCD,,1.0,,1.0,,
25806705,INTERCOAST COLLEGES (BURBANK),NCD,,,,,0.0,
