FACILITY NO.,SCHOOL NAME,STATION,COUNT OF ADV PAY STUDENTS,COUNT OF REG STUDENTS,TOTAL COUNT OF STUDENTS, TOTAL PAID                          
21831805,ITT TECHNICAL INSTITUTE-LATHROP                                       ,377,0,86,86,$774.00 
21831905,ITT TECHNICAL INSTITUTE-ORANGE                                        ,377,0,189,189,"$1,701.00 "
21891505,UNIVERSITY OF PHOENIX-BAY AREA CAMPUS                                 ,377,0,2370,2370,"$21,330.00 "
21891605,UNIVERSITY OF PHOENIX-SOUTHERN CALIFORNIA CAMPUS                      ,377,0,3771,3771,"$33,939.00 "
21891705,UNIVERSITY OF PHOENIX-SAN DIEGO CAMPUS                                ,377,0,3129,3129,"$28,161.00 "
21891805,UNIVERSITY OF PHOENIX-SACRAMENTO VALLEY CAMPUS                        ,377,0,653,653,"$5,877.00 "
21900605,CALIFORNIA SOUTHERN UNIVERSITY                                        ,377,0,159,159,"$1,431.00 "
21902105,EMPIRE COLLEGE SCHOOL OF LAW                                          ,377,0,5,5,$45.00 
21902405,EMPIRE COLLEGE                                                        ,377,0,14,14,$126.00 
21919105,PACIFIC COLLEGE OF ORIENTAL MEDICINE-SAN DIEGO                        ,377,0,50,50,$450.00 
21954105,MT SIERRA COLLEGE                                                     ,377,0,23,23,$207.00 
21957105,ACADEMY OF ART UNIVERSITY                                             ,377,3,890,893,"$8,049.00 "
21958105,MUSICIANS INSTITUTE                                                   ,377,0,130,130,"$1,170.00 "
21959105,BROOKS INSTITUTE                                                      ,377,0,50,50,$450.00 
21960105,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY-ANAHEIM                   ,377,0,158,158,"$1,422.00 "
21961105,CA NATIONAL UNIVERSITY FOR ADVCD STUDIES                              ,377,0,9,9,$81.00 
24001105,EXPRESSION COLLEGE FOR DIGITAL ARTS                                   ,377,0,3,3,$27.00 
24001405,PIMA MEDICAL INSTITUTE-CHULA VISTA                                    ,377,0,141,141,"$1,269.00 "
24001605,INTERNATIONAL PROFESSIONAL SCHOOL OF BODYWORK                         ,377,0,28,28,$252.00 
24001705,FREMONT COLLEGE                                                       ,377,0,31,31,$279.00 
24001805,KAPLAN COLLEGE-PALM SPRINGS                                           ,377,0,19,19,$171.00 
24001905,CAMBRIDGE JUNIOR COLLEGE-YUBA CITY                                    ,377,0,8,8,$72.00 
24002405,AMERICAN CAREER COLLEGE-ONTARIO                                       ,377,0,87,87,$783.00 
24002505,AMERICAN CAREER COLLEGE-ANAHEIM                                       ,377,0,72,72,$648.00 
24002605,BRYAN UNIVERSITY                                                      ,377,0,220,220,"$1,980.00 "
24002805,INSTITUTE OF TECHNOLOGY INC                                           ,377,0,1,1,$9.00 
24002905,INSTITUTE OF TECHNOLOGY INC                                           ,377,0,38,38,$342.00 
24003005,INSTITUTE OF TECHNOLOGY INC                                           ,377,0,60,60,$540.00 
24003305,KAPLAN COLLEGE-RIVERSIDE                                              ,377,0,22,22,$198.00 
24003405,UNITED EDUCATION INSTITUTE-CHULA VISTA                                ,377,0,84,84,$756.00 
24003505,INSTITUTE OF TECHNOLOGY INC                                           ,377,0,41,41,$369.00 
24003705,AMERICAN CAREER COLLEGE-LOS ANGELES                                   ,377,0,51,51,$459.00 
24003805,UNITED EDUCATION INSTITUTE-HUNTINGTON PARK                            ,377,0,6,6,$54.00 
24003905,ICDC COLLEGE                                                          ,377,0,331,331,"$2,979.00 "
24004705,PINNACLE COLLEGE                                                      ,377,0,25,25,$225.00 
24004905,ADVANCED TRAINING ASSOCIATES                                          ,377,0,48,48,$432.00 
24005005,CARRINGTON COLLEGE CALIFORNIA-POMONA                                  ,377,0,21,21,$189.00 
24005205,UNITED EDUCATION INSTITUTE-EL MONTE                                   ,377,0,18,18,$162.00 
24005605,INTERNATIONAL SPORTS SCIENCES ASSOCIATION                             ,377,0,282,282,"$2,538.00 "
24005705,KAPLAN COLLEGE-CHULA VISTA                                            ,377,0,41,41,$369.00 
24005805,WEST COAST ULTRASOUND INSTITUTE                                       ,377,0,40,40,$360.00 
24005905,LOS ANGELES COLLEGE OF MUSIC                                          ,377,0,7,7,$63.00 
24006005,CBD COLLEGE                                                           ,377,0,18,18,$162.00 
24006105,MAYFIELD COLLEGE                                                      ,377,0,82,82,$738.00 
24006205,THEATRE OF ARTS                                                       ,377,0,5,5,$45.00 
24006305,SAN JOAQUIN VALLEY COLLEGE-LANCASTER                                  ,377,0,18,18,$162.00 
24006405,INTERCOAST COLLEGES-BURBANK                                           ,377,0,2,2,$18.00 
24006505,INTERCOAST COLLEGE-WEST COVINA                                        ,377,0,23,23,$207.00 
24006605,INTERCOAST COLLEGES-ORANGE                                            ,377,0,35,35,$315.00 
24006705,FOUR-D COLLEGE                                                        ,377,0,18,18,$162.00 
24006805,INTERCOAST COLLEGES-RIVERSIDE                                         ,377,0,50,50,$450.00 
24006905,INTERCOAST COLLEGES-CARSON                                            ,377,0,27,27,$243.00 
24007105,CA INSTITUTE OF ARTS AND TECHN                                        ,377,0,59,59,$531.00 
24007205,INTERCOAST COLLEGES-ELK GROVE                                         ,377,0,19,19,$171.00 
24007305,INTERCOAST COLLEGES-ORANGE                                            ,377,0,1,1,$9.00 
24007405,CHARTER COLLEGE-CANYON COUNTRY                                        ,377,0,6,6,$54.00 
24007505,SAN JOAQUIN VALLEY COLLEGE-CHULA VISTA                                ,377,0,6,6,$54.00 
24007605,PACIFIC COLLEGE                                                       ,377,0,7,7,$63.00 
24007705,CHARTER COLLEGE-CANYON COUNTRY                                        ,377,0,14,14,$126.00 
24007805,BRISTOL UNIVERSITY                                                    ,377,0,4,4,$36.00 
24008005,CHARTER COLLEGE-CANYON COUNTRY                                        ,377,0,13,13,$117.00 
24008205,KAPLAN COLLEGE-NORTH HOLLYWOOD                                        ,377,0,67,67,$603.00 
24008305,ADVANCED COMPUTING INSTITUTE                                          ,377,0,8,8,$72.00 
24008405,BLAKE AUSTIN COLLEGE BEAUTY ACAD                                      ,377,0,5,5,$45.00 
24008505,NATIONAL CAREER COLLEGE                                               ,377,0,3,3,$27.00 
24008605,ASHDOWN COLLEGE OF HEALTH SCIENCES                                    ,377,0,2,2,$18.00 
24008705,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SACRAMENTO                    ,377,0,62,62,$558.00 
24008805,ASHER COLLEGE                                                         ,377,0,41,41,$369.00 
24008905,MUELLER COLLEGE                                                       ,377,0,40,40,$360.00 
24009005,LAURUS COLLEGE-SANTA MARIA                                            ,377,0,51,51,$459.00 
24009105,LAURUS COLLEGE-OXNARD                                                 ,377,0,93,93,$837.00 
24600005,PROFESSIONAL GOLFERS CAREER COLLEGE                                   ,377,0,25,25,$225.00 
24800005,PLATT COLLEGE-ONTARIO                                                 ,377,0,81,81,$729.00 
24800105,SAN JOAQUIN VALLEY COLLEGE-FRESNO                                     ,377,0,52,52,$468.00 
24800205,SAN JOAQUIN VALLEY COLLEGE-VISALIA                                    ,377,0,83,83,$747.00 
24800505,SAN JOAQUIN VALLEY COLLEGE-FRESNO AVIATION                            ,377,0,36,36,$324.00 
24800605,SAN JOAQUIN VALLEY COLLEGE-BAKERSFIELD                                ,377,0,55,55,$495.00 
24800805,PLATT COLLEGE-LOS ANGELES                                             ,377,0,38,38,$342.00 
24800905,PLATT COLLEGE-SAN DIEGO                                               ,377,0,97,97,$873.00 
24801005,KAPLAN COLLEGE-MODESTO                                                ,377,0,19,19,$171.00 
24801505,CONCORDE CAREER COLLEGE-NORTH HOLLYWOOD                               ,377,0,40,40,$360.00 
24802105,CARRINGTON COLLEGE CALIFORNIA-PLEASANT HILL                           ,377,0,87,87,$783.00 
24802205,CARRINGTON COLLEGE CALIFORNIA-SAN LEANDRO                             ,377,0,18,18,$162.00 
24802305,SANTA BARBARA BUSINESS COLLEGE-BAKERSFIELD                            ,377,0,39,39,$351.00 
24802705,SAN JOAQUIN VALLEY COLLEGE-ONTARIO                                    ,377,0,63,63,$567.00 
24803005,WYOTECH-LONG BEACH                                                    ,377,0,2,2,$18.00 
24803305,CONCORDE CAREER COLLEGE-GARDEN GROVE                                  ,377,0,50,50,$450.00 
24803405,CONCORDE CAREER COLLEGE-SAN BERNARDINO                                ,377,0,52,52,$468.00 
24803505,ARGOSY UNIVERSITY-LOS ANGELES                                         ,377,0,62,62,$558.00 
24803705,SAN JOAQUIN VALLEY COLLEGE-MODESTO                                    ,377,0,26,26,$234.00 
24803805,CARRINGTON COLLEGE CALIFORNIA-CITRUS HEIGHTS                          ,377,0,63,63,$567.00 
24803905,SAN JOAQUIN VALLEY COLLEGE-RANCHO CORDOVA                             ,377,0,5,5,$45.00 
24804005,SAN JOAQUIN VALLEY COLLEGE-ONLINE CAMPUS- CENTRAL ADMINISTRATIVE OFFIC,377,0,40,40,$360.00 
24804105,CONCORDE CAREER COLLEGE-SAN DIEGO                                     ,377,0,236,236,"$2,124.00 "
24804205,WYOTECH-FREMONT                                                       ,377,0,8,8,$72.00 
24804405,KAPLAN COLLEGE-FRESNO                                                 ,377,0,14,14,$126.00 
24804605,KAPLAN COLLEGE-BAKERSFIELD                                            ,377,0,15,15,$135.00 
24804805,HEALD COLLEGE-SAN JOSE                                                ,377,0,2,2,$18.00 
24804905,HEALD COLLEGE-ROSEVILLE                                               ,377,0,7,7,$63.00 
24805005,HEALD COLLEGE-RANCHO CORDOVA                                          ,377,0,8,8,$72.00 
24805105,HEALD COLLEGE-HAYWARD                                                 ,377,0,6,6,$54.00 
24805205,HEALD COLLEGE-SAN FRANCISCO                                           ,377,0,3,3,$27.00 
24805305,HEALD COLLEGE-STOCKTON                                                ,377,0,2,2,$18.00 
24805405,HEALD COLLEGE-SALINAS                                                 ,377,0,3,3,$27.00 
24805505,HEALD COLLEGE-FRESNO                                                  ,377,0,2,2,$18.00 
24805605,HEALD COLLEGE-CONCORD                                                 ,377,0,6,6,$54.00 
24805705,SAN JOAQUIN VALLEY COLLEGE-HESPERIA                                   ,377,0,38,38,$342.00 
24805805,SAN JOAQUIN VALLEY COLLEGE-TEMECULA                                   ,377,0,89,89,$801.00 
24831905,KAPLAN COLLEGE-VISTA                                                  ,377,0,219,219,"$1,971.00 "
24832005,KAPLAN COLLEGE-SAN DIEGO                                              ,377,0,289,289,"$2,601.00 "
24836205,FASHION INSTITUTE OF DESIGN & MERCHANDISING-ORANGE COUNTY             ,377,0,1,1,$9.00 
24836605,FASHION INSTITUTE OF DESIGN & MERCHANDISING-SAN DIEGO                 ,377,0,16,16,$144.00 
24909105,GOLF ACADEMY OF AMERICA-CARLSBAD                                      ,377,0,115,115,"$1,035.00 "
24916405,SOUTH COAST COLLEGE                                                   ,377,0,4,4,$36.00 
24926405,LE CORDON BLEU COLLEGE OF CULINARY ARTS-SAN FRANCISCO                 ,377,0,89,89,$801.00 
24928405,MTI COLLEGE                                                           ,377,0,96,96,$864.00 
24933405,ANTHEM COLLEGE-SACRAMENTO                                             ,377,0,2,2,$18.00 
24936405,KAPLAN COLLEGE-SACRAMENTO                                             ,377,0,42,42,$378.00 
24939405,BRYAN COLLEGE-GOLD RIVER                                              ,377,0,7,7,$63.00 
24940405,CARRINGTON COLLEGE                                                    ,377,0,136,136,"$1,224.00 "
24942405,LE CORDON BLEU COLLEGE OF CULINARY ARTS-PASADENA                      ,377,0,197,197,"$1,773.00 "
24943505,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY                         ,377,0,27,27,$243.00 
24944405,CAREER NETWORKS INSTITUTE                                             ,377,0,39,39,$351.00 
24945405,SAGE COLLEGE                                                          ,377,0,7,7,$63.00 
25000805,COMPUTER TECH PROGRAM INC                                             ,377,0,2,2,$18.00 
25006205,INSTITUTE OF NETWORK TECHNOLOGY                                       ,377,0,2,2,$18.00 
25007505,CA INSTITUTE OF THE HEALING ARTS & SCI                                ,377,0,5,5,$45.00 
25026405,OSC COMPUTER TRAINING                                                 ,377,0,49,49,$441.00 
25054205,SOUTH CALIFORNIA REGIONAL OCC CENTER                                  ,377,0,1,1,$9.00 
25058805,CAREER COLLEGES OF AMERICA                                            ,377,0,1,1,$9.00 
25059505,UNITED TRUCK & CAR DRIVING SCHOOL INC                                 ,377,0,91,91,$819.00 
25059605,PACIFIC COAST HORSESHOEING SCHOOL                                     ,377,0,5,5,$45.00 
25060205,RWM FIBER OPTICS                                                      ,377,0,22,22,$198.00 
25060405,BRIDGES BEAUTY COLLEGE                                                ,377,0,2,2,$18.00 
25107705,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE                       ,377,0,1,1,$9.00 
25110305,CENTRAL CALIFORNIA SCHOOL                                             ,377,0,1,1,$9.00 
