FACILITY NO.,SCHOOL NAME,STATION,COUNT OF ADV PAY STUDENTS,COUNT OF REG STUDENTS,TOTAL COUNT OF STUDENTS, TOTAL PAID                          
14926423,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE                             ,335,0,52,52,$468.00 
14927423,ANOKA TECHNICAL COLLEGE                                               ,335,0,69,69,$621.00 
14928423,LAKE SUPERIOR COLLEGE                                                 ,335,0,267,267,"$2,403.00 "
14930423,MINNESOTA STATE COLLEGE-SOUTHEAST TECHNICAL                           ,335,0,21,21,$189.00 
14931423,MINN STATE COLLEGE SE TECHNICAL-WINONA                                ,335,0,48,48,$432.00 
14932423,MESABI RANGE COMMUNITY AND TECHNICAL COLLEGE-EVELETH                  ,335,0,22,22,$198.00 
14933423,RIDGEWATER COLLEGE-WILLMAR                                            ,335,0,51,51,$459.00 
14935423,CENTURY COLLEGE                                                       ,335,0,351,351,"$3,159.00 "
14945423,RIDGEWATER COLLEGE-HUTCHINSON                                         ,335,0,57,57,$513.00 
14946423,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE-DETROIT LAKES CAMPUS  ,335,0,1,1,$9.00 
14947423,SOUTH CENTRAL COLLEGE-MANKATO                                         ,335,0,108,108,$972.00 
14949423,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE-FERGUS FALLS          ,335,0,97,97,$873.00 
14951423,NORTHWEST TECHNICAL COLLEGE                                           ,335,0,43,43,$387.00 
14952423,ST CLOUD TECHNICAL AND COMMUNITY COLLEGE                              ,335,1,231,232,"$2,092.00 "
14953423,PINE TECHNICAL AND COMMUNITY COLLEGE                                  ,335,0,47,47,$423.00 
14958423,RIVERLAND COMMUNITY COLLEGE                                           ,335,0,71,71,$639.00 
14959423,HENNEPIN TECHNICAL COLLEGE-EDEN PRAIRIE                               ,335,0,77,77,$693.00 
14960423,LEECH LAKE TRIBAL COLLEGE                                             ,335,0,3,3,$27.00 
14961423,FOND DU LAC TRIBAL AND COMMUNITY COLLEGE                              ,335,0,61,61,$549.00 
14962423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-JACKSON                ,335,0,12,12,$108.00 
14963423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-GRANITE FALLS          ,335,0,11,11,$99.00 
14964423,MESABI RANGE COMMUNITY AND TECHNICAL COLLEGE-VIRGINIA                 ,335,0,11,11,$99.00 
14965423,ANOKA-RAMSEY COMMUNITY COLLEGE                                        ,335,0,294,294,"$2,646.00 "
15021823,PRIOR LAKE HIGH SCHOOL                                                ,335,0,1,1,$9.00 
15024723,CENTURY COLLEGE TRANSPORTATION TRNG CTR                               ,335,0,2,2,$18.00 
15025023,WHITE BEAR LAKE AREA HIGH SCHOOL-SOUTH CAMPUS                         ,335,0,1,1,$9.00 
15026323,MANKATO WEST HIGH SCHOOL                                              ,335,0,1,1,$9.00 
15026523,ST ANTHONY VILLAGE HIGH SCHOOL                                        ,335,0,1,1,$9.00 
21013723,WALDEN UNIVERSITY                                                     ,335,0,2418,2418,"$21,762.00 "
21013823,ARGOSY UNIVERSITY-TWIN CITIES                                         ,335,0,91,91,$819.00 
21013923,ADLER GRADUATE SCHOOL                                                 ,335,0,6,6,$54.00 
21014023,CAPELLA UNIVERSITY                                                    ,335,0,2747,2747,"$24,723.00 "
21014123,ITT TECHNICAL INSTITUTE-EDEN PRAIRIE                                  ,335,0,47,47,$423.00 
21014323,UNIVERSITY OF PHOENIX-MINNEAPOLIS                                     ,335,0,19,19,$171.00 
21014423,THE ART INSTITUTES INTERNATIONAL-MINNESOTA                            ,335,0,70,70,$630.00 
21014523,GLOBE UNIVERSITY-WOODBURY                                             ,335,0,35,35,$315.00 
21014623,DEVRY UNIVERSITY EDINA                                                ,335,0,33,33,$297.00 
21014723,KELLER GRAD SCHOOL OF MGT- EDINA CENTER                               ,335,0,11,11,$99.00 
21014923,AMERICAN ACADEMY OF ACUPUNCTURE AND ORIENTAL MEDICINE                 ,335,0,3,3,$27.00 
21015223,MCNALLY SMITH COLLEGE OF MUSIC                                        ,335,0,22,22,$198.00 
21015323,ACADEMY COLLEGE                                                       ,335,0,37,37,$333.00 
21015423,ITT TECHNICAL INSTITUTE-BROOKLYN CENTER                               ,335,0,42,42,$378.00 
21015523,DULUTH BUSINESS UNIVERSITY                                            ,335,0,3,3,$27.00 
21140023,NATIONAL AMERICAN UNIVERSITY-ROCHESTER CAMPUS                         ,335,0,6,6,$54.00 
21800123,NATIONAL AMERICAN UNIVERSITY-ROSEVILLE                                ,335,0,14,14,$126.00 
21800223,NATIONAL AMERICAN UNIVERSITY-BLOOMINGTON                              ,335,0,31,31,$279.00 
21800323,NATIONAL AMERICAN UNIVERSITY-BROOKLYN CENTER                          ,335,0,24,24,$216.00 
21800423,MINNESOTA SCHOOL OF BUSINESS-ROCHESTER                                ,335,0,17,17,$153.00 
21800523,MINNESOTA SCHOOL OF BUSINESS-RICHFIELD                                ,335,0,40,40,$360.00 
21800623,MINNESOTA SCHOOL OF BUSINESS  ST CLOUD                                ,335,0,21,21,$189.00 
21800723,RASMUSSEN COLLEGE-ST CLOUD                                            ,335,0,56,56,$504.00 
21800823,RASMUSSEN COLLEGE-EAGAN                                               ,335,0,52,52,$468.00 
21800923,RASMUSSEN COLLEGE-BROOKLYN PARK                                       ,335,0,44,44,$396.00 
21801023,RASMUSSEN COLLEGE-MANKATO                                             ,335,0,33,33,$297.00 
21801223,MINNESOTA SCHOOL OF BUSINESS-PLYMOUTH                                 ,335,0,18,18,$162.00 
21801323,MINNESOTA SCHOOL OF BUSINESS-BROOKLYN CTR                             ,335,0,15,15,$135.00 
21801423,RASMUSSEN COLLEGE-BLOOMINGTON                                         ,335,0,35,35,$315.00 
21801523,RASMUSSEN COLLEGE-LAKE ELMO                                           ,335,0,42,42,$378.00 
21801623,MINNESOTA SCHOOL OF BUSINESS-BLAINE                                   ,335,0,42,42,$378.00 
21801723,RASMUSSEN COLLEGE-MOORHEAD                                            ,335,0,19,19,$171.00 
21801823,GLOBE UNIVERSITY-MOORHEAD CAMPUS                                      ,335,0,11,11,$99.00 
21801923,MINNESOTA SCHOOL OF BUSINESS-ELK RIVER                                ,335,0,32,32,$288.00 
21802023,MINNESOTA SCHOOL OF BUSINESS-LAKEVILLE                                ,335,0,29,29,$261.00 
21802123,MINNESOTA SCHOOL OF BUSINESS-ONLINE DIVISION                          ,335,0,37,37,$333.00 
21802223,RASMUSSEN COLLEGE-ONLINE                                              ,335,0,281,281,"$2,529.00 "
21803023,GLOBE UNIVERSITY-MINNEAPOLIS                                          ,335,0,11,11,$99.00 
21803123,GLOBE UNIVERSITY ONLINE DIV-  MINN SCH OF BUSINESS                    ,335,0,94,94,$846.00 
21804023,RASMUSSEN COLLEGE-BLAINE                                              ,335,0,62,62,$558.00 
21805023,SANFORD BROWN COLLEGE-BROOKLYN CENTER                                 ,335,0,3,3,$27.00 
21807023,NATIONAL AMERICAN UNIV BURNSVILLE                                     ,335,0,14,14,$126.00 
21900123,SANFORD BROWN COLLEGE-MENDOTA HEIGHTS                                 ,335,0,12,12,$108.00 
24000123,MINNEAPOLIS MEDIA INSTITUTE                                           ,335,0,6,6,$54.00 
24900423,INSTITUTE OF PRODUCTION AND RECORDING                                 ,335,0,14,14,$126.00 
24919423,MINNEAPOLIS BUSINESS COLLEGE                                          ,335,0,2,2,$18.00 
24972423,LE CORDON BLEU COLLEGE OF CULINARY ARTS-MINNEAPOLIS                   ,335,0,53,53,$477.00 
25015223,THE TRAVEL ACADEMY                                                    ,335,0,12,12,$108.00 
25015623,CENTERPOINT MASSAGE AND SHIATSU THERAPY SCHOOL AND CLINIC             ,335,0,5,5,$45.00 
25022823,COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR SKIN AND NAILS          ,335,0,3,3,$27.00 
25023623,TRANSPORTATION CENTER FOR EXCELLENCE INC                              ,335,0,9,9,$81.00 
25024423,MINNESOTA SCHOOL OF COSMETOLOGY-WOODBURY CAMPUS                       ,335,0,5,5,$45.00 
25024623,MINNESOTA COMMERCIAL DIVER TRAINING CENTER                            ,335,0,1,1,$9.00 
25025123,EVEREST INSTITUTE-EAGAN                                               ,335,0,1,1,$9.00 
25025423,NOVA ACADEMY OF COSMETOLOGY                                           ,335,0,2,2,$18.00 
25025523,PARK AVENUE SCHOOL OF COSMETOLOGY                                     ,335,0,3,3,$27.00 
25025623,NATIONAL PERSONAL TRAINING INSTITUTE OF MN                            ,335,0,7,7,$63.00 
25026523,INTERSTATE TRUCK DRIVING SCHOOL                                       ,335,0,1,1,$9.00 
25026723,INTERSTATE TRUCK DRIVING SCHOOL                                       ,335,0,21,21,$189.00 
25027023,LEARNING JOURNEYS                                                     ,335,0,1,1,$9.00 
28026223,NOVA ACADEMY OF COSMETOLOGY MANKATO LLC                               ,335,0,1,1,$9.00 
28052223,MODEL COLLEGE OF HAIR DESIGN                                          ,335,0,1,1,$9.00 
28052523,MOLER BARBER SCHOOL                                                   ,335,0,2,2,$18.00 
28085223,EMPIRE BEAUTY SCHOOL-SPRING LAKE PARK                                 ,335,0,1,1,$9.00 
28115823,MINNESOTA SCHOOL OF HORSESHOEING                                      ,335,0,1,1,$9.00 
28117423,AVEDA INSTITUTE                                                       ,335,0,11,11,$99.00 
28119823,KAPLAN PROFESSIONAL SCHOOLS-ST PAUL                                   ,335,1,17,18,$166.00 
28120323,MINNESOTA SCHOOL OF BARBERING                                         ,335,0,3,3,$27.00 
31000123,AUGSBURG COLLEGE                                                      ,335,0,84,84,$756.00 
31000223,CARLETON COLLEGE                                                      ,335,1,4,5,$49.00 
31000323,COLLEGE OF SAINT BENEDICT                                             ,335,0,19,19,$171.00 
31000723,UNIVERSITY OF ST THOMAS-UNDERGRADUATE                                 ,335,0,154,154,"$1,386.00 "
31000823,BETHEL UNIVERSITY                                                     ,335,0,97,97,$873.00 
31000923,GUSTAVUS ADOLPHUS COLLEGE                                             ,335,0,20,20,$180.00 
31001023,HAMLINE UNIVERSITY                                                    ,335,0,109,109,$981.00 
31001123,MACALESTER COLLEGE                                                    ,335,0,11,11,$99.00 
31001223,SAINT JOHNS UNIVERSITY                                                ,335,0,20,20,$180.00 
31001323,SAINT MARYS UNIVERSITY OF MINNESOTA                                   ,335,0,14,14,$126.00 
31001423,ST OLAF COLLEGE                                                       ,335,0,20,20,$180.00 
31002723,BETHEL SEMINARY-ST PAUL                                               ,335,0,12,12,$108.00 
31003023,LUTHER SEMINARY                                                       ,335,0,11,11,$99.00 
31003123,CONCORDIA UNIVERSITY-ST PAUL                                          ,335,0,185,185,"$1,665.00 "
31005523,MINNEAPOLIS COLLEGE OF ART AND DESIGN                                 ,335,0,22,22,$198.00 
31006023,CROSSROADS COLLEGE                                                    ,335,0,4,4,$36.00 
31006323,WILLIAM MITCHELL COLLEGE OF LAW                                       ,335,0,30,30,$270.00 
31011223,HAMLINE UNIVERSITY-SCHOOL OF LAW                                      ,335,0,13,13,$117.00 
31011923,UNIVERSITY OF ST THOMAS-OPUS COLLEGE OF BUSINESS                      ,335,0,27,27,$243.00 
31012023,UNIVERSITY OF ST THOMAS-COLLEGE OF EDUCATION LEADERSHIP AND COUNSELING,335,0,22,22,$198.00 
31013723,UNIVERSITY OF ST THOMAS-SCHOOL OF ENGINEERING                         ,335,0,7,7,$63.00 
31013923,UNIVERSITY OF ST THOMAS SCHOOL OF SOCIAL WORK                         ,335,0,12,12,$108.00 
31014123,UNIVERSITY OF ST THOMAS SCHOOL OF LAW                                 ,335,0,12,12,$108.00 
31014223,UNIVERSITY OF ST THOMAS-COLLEGE OF ARTS AND SCIENCES                  ,335,0,1,1,$9.00 
31014323,HAZELDEN BETTY FORD GRADUATE SCHOOL OF ADDICTION STUDIES              ,335,0,3,3,$27.00 
31014423,UNIVERSITY OF ST THOMAS-SAINT PAUL SEMINARY SCH00L OF DIVINITY        ,335,0,2,2,$18.00 
31014523,BETHANY LUTHERAN COLLEGE                                              ,335,0,12,12,$108.00 
31014623,HERZING UNIVERSITY-MINNEAPOLIS                                        ,335,0,13,13,$117.00 
31200823,CONCORDIA COLLEGE AT MOORHEAD                                         ,335,0,32,32,$288.00 
31901123,LUTHERAN BRETHREN SEMINARY                                            ,335,0,3,3,$27.00 
31902123,MARTIN LUTHER COLLEGE                                                 ,335,0,11,11,$99.00 
31903423,NORTH CENTRAL UNIVERSITY                                              ,335,0,29,29,$261.00 
31904423,THE COLLEGE OF SAINT SCHOLASTICA                                      ,335,0,167,167,"$1,503.00 "
31905123,UNIVERSITY OF NORTHWESTERN-ST PAUL                                    ,335,0,82,82,$738.00 
31906123,CROWN COLLEGE                                                         ,335,0,59,59,$531.00 
31907123,OAK HILLS CHRISTIAN COLLEGE                                           ,335,0,7,7,$63.00 
31908123,CARDINAL STRITCH UNIVERSITY                                           ,335,0,12,12,$108.00 
31909123,ST CATHERINE UNIVERSITY                                               ,335,0,58,58,$522.00 
31910123,CENTRAL BAPTIST THEOLOGICAL SEMINARY                                  ,335,0,3,3,$27.00 
31911123,ST CATHERINE UNIVERSITY-MINNEAPOLIS                                   ,335,0,31,31,$279.00 
31912123,SAINT MARYS UNIVERSITY OF MN-TWIN CITIES                              ,335,0,113,113,"$1,017.00 "
31913123,NORTHWESTERN HEALTH SCIENCES UNIVERSITY                               ,335,0,18,18,$162.00 
31914123,PRESENTATION COLLEGE                                                  ,335,0,4,4,$36.00 
31915123,DUNWOODY COLLEGE OF TECHNOLOGY                                        ,335,0,161,161,"$1,449.00 "
32014923,MAYO MEDICAL SCHOOL                                                   ,335,0,13,13,$117.00 
32015223,HEALTH PARTNERS INSTITUTE FOR EDUCATION AND RESEARCH                  ,335,0,1,1,$9.00 
34003223,APOSTOLIC BIBLE INSTITUTE                                             ,335,0,4,4,$36.00 
34003423,WHITE EARTH TRIBAL AND COMMUNITY COLLEGE                              ,335,0,2,2,$18.00 
35013423,SUMMIT ACADEMY OIC                                                    ,335,0,2,2,$18.00 
35014123,MINNESOTA RESOURCE CENTER                                             ,335,0,5,5,$45.00 
11006124,MISSISSIPPI STATE UNIVERSITY                                          ,323,0,884,884,"$7,956.00 "
11806124,UNIVERSITY OF MISSISSIPPI                                             ,323,0,574,574,"$5,166.00 "
11806224,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER                              ,323,0,48,48,$432.00 
11807024,UNIVERSITY OF SOUTHERN MISSISSIPPI HATTI                              ,323,0,762,762,"$6,858.00 "
11807124,UNIVERSITY OF SOUTHERN MISSISSIPPI LONG                               ,323,0,318,318,"$2,862.00 "
11901124,ALCORN STATE UNIVERSITY                                               ,323,0,110,110,$990.00 
11903124,MISSISSIPPI VALLEY STATE UNIVERSITY                                   ,323,0,90,90,$810.00 
11904124,MISSISSIPPI UNIVERSITY FOR WOMEN                                      ,323,0,92,92,$828.00 
11905124,JACKSON STATE UNIVERSITY                                              ,323,0,325,325,"$2,925.00 "
13001324,DELTA STATE UNIVERSITY                                                ,323,0,95,95,$855.00 
14801124,MISSISSIPPI GULF COAST COMMUNITY COLLEGE PERKINSTON                   ,323,0,85,85,$765.00 
14801224,MISSISSIPPI GULF COAST COMMUNITY COLLEGE JEFFERSON                    ,323,0,541,541,"$4,869.00 "
14801324,MISSISSIPPI GULF COAST COMMUNITY COLLEGE GAUTIER                      ,323,0,231,231,"$2,079.00 "
14801524,MISSISSIPPI GULF COAST COMMUNITY COLLEGE GEORGE                       ,323,0,22,22,$198.00 
14807124,EAST MISSISSIPPI COMMUNITY COLLEGE SCOOBA                             ,323,0,40,40,$360.00 
14807224,EAST MISSISSIPPI COMMUNITY COLLEGE MAYHEW                             ,323,0,198,198,"$1,782.00 "
14807324,HINDS COMMUNITY COLLEGE RAYMOND                                       ,323,0,434,434,"$3,906.00 "
14807424,HINDS COMMUNITY COLLEGE UTICA                                         ,323,0,11,11,$99.00 
14807724,COPIAH LINCOLN COMMUNITY COLLEGE MENDEN                               ,323,0,18,18,$162.00 
14902424,COAHOMA COMMUNITY COLLEGE                                             ,323,0,37,37,$333.00 
14903424,COPIAH LINCOLN COMMUNITY COLLEGE WESSON                               ,323,0,112,112,"$1,008.00 "
14904424,EAST CENTRAL COMMUNITY COLLEGE                                        ,323,0,91,91,$819.00 
14908424,HOLMES COMMUNITY COLLEGE                                              ,323,0,170,170,"$1,530.00 "
14909424,JONES COUNTY JUNIOR COLLEGE                                           ,323,0,265,265,"$2,385.00 "
14911424,MERIDIAN COMMUNITY COLLEGE                                            ,323,0,196,196,"$1,764.00 "
14914424,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE                               ,323,1,111,112,"$1,012.00 "
14915424,NORTHWEST MISSISSIPPI  COMMUNITY COLLEGE                              ,323,0,267,267,"$2,403.00 "
14915624,PEARL RIVER COMMUNITY COLLEGE                                         ,323,0,247,247,"$2,223.00 "
14915824,ITAWAMBA COMMUNITY COLLEGE FULTON                                     ,323,0,213,213,"$1,917.00 "
14918424,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE                               ,323,0,71,71,$639.00 
14921424,MISSISSIPPI DELTA COMMUNITY COLLEGE                                   ,323,0,60,60,$540.00 
15002524,MISSISSIPPI LAW ENFORCE OFFICERS TRAINING ACADEMY                     ,323,0,2,2,$18.00 
15003524,HARRISON COUNTY LAW ENFORCEMENT TRAINING ACADEMY                      ,323,0,5,5,$45.00 
15003724,EUPORA HIGH SCHOOL                                                    ,323,0,1,1,$9.00 
21000124,ITT TECHNICAL INSTITUTE-MADISON                                       ,323,0,45,45,$405.00 
21800124,UNIVERSITY OF PHOENIX-JACKSON CAMPUS                                  ,323,0,5,5,$45.00 
21900124,STRAYER UNIVERSITY-MISSISSIPPI                                        ,323,0,27,27,$243.00 
24801124,ANTONELLI COLLEGE-JACKSON                                             ,323,0,31,31,$279.00 
24801224,ANTONELLI COLLEGE-HATTIESBURG                                         ,323,0,39,39,$351.00 
24801324,VIRGINIA COLLEGE-JACKSON                                              ,323,0,48,48,$432.00 
24801424,VIRGINIA COLLEGE-BILOXI                                               ,323,0,116,116,"$1,044.00 "
24801624,MILLER-MOTTE TECHNICAL COLLEGE-GULFPORT                               ,323,0,11,11,$99.00 
24901424,BLUE CLIFF COLLEGE-GULFPORT                                           ,323,0,32,32,$288.00 
25101024,TRUCK DRIVER INSTITUTE SAUCIER                                        ,323,0,33,33,$297.00 
25102224,ACE TRAINING CENTER INC                                               ,323,0,6,6,$54.00 
25102424,INFINITY CAREER COLLEGE GULFPORT                                      ,323,0,5,5,$45.00 
25102624,INFINITY CAREER COLLEGE SENATOBIA                                     ,323,0,2,2,$18.00 
25102724,TRUCK DRIVER INSTITUTE TUPELO                                         ,323,0,15,15,$135.00 
25103024,DAY SPA CAREER COLLEGE                                                ,323,0,1,1,$9.00 
25103124,DELTA TECHNICAL COLLEGE HORN LAKE                                     ,323,0,48,48,$432.00 
25104524,CAREERS PLUS INSTITUTE                                                ,323,0,8,8,$72.00 
25104624,SOUTHEASTERN CAREER TRAINING CENTER                                   ,323,0,6,6,$54.00 
25104724,CNK BARBER COLLEGE                                                    ,323,0,16,16,$144.00 
25104824,CREATIVE COSMETOLOGY & BARBER UNIVERSITY OF AMERICA                   ,323,1,2,3,$31.00 
25105024,DELTA TECHNICAL COLLEGE RIDGELAND                                     ,323,0,16,16,$144.00 
25105124,THE BARBER INSTITUTE                                                  ,323,0,3,3,$27.00 
25105224,BOONEVILLE ACADEMY OF COSMETOLGY                                      ,323,0,2,2,$18.00 
25803024,ACADEMY OF HAIR DESIGN-GRENADA                                        ,323,0,2,2,$18.00 
25803124,ACADEMY OF HAIR DESIGN-PEARL                                          ,323,0,1,1,$9.00 
25803224,THE ACADEMY OF HAIR DESIGN SIX HATTIES                                ,323,0,3,3,$27.00 
25803324,ACADEMY OF HAIR DESIGN-JACKSON                                        ,323,0,5,5,$45.00 
25804524,CRESCENT CITY BARTENDING SCHOOL GULFPORT                              ,323,0,22,22,$198.00 
25804624,CORINTH ACADEMY OF COSMETOLOGY                                        ,323,0,2,2,$18.00 
25804724,MISSISSIPPI INSTITUTE OF AESTHETICS NAILS COS                         ,323,0,6,6,$54.00 
25804824,NORTH MISSISSIPPI LAW ENFORCEMENT TRAINING CENTER                     ,323,0,3,3,$27.00 
25804924,CRESCENT CITY BARTENDING SCHOOL ROBINSONVILLE                         ,323,0,4,4,$36.00 
25900524,REAL ESTATE TRAINING INSTITUTE                                        ,323,0,26,26,$234.00 
25900824,UNIQUE TRANSITIONS TRAINING CENTER BARBER COLLEGE                     ,323,0,5,5,$45.00 
25900924,CONCORDE CAREER COLLEGE - SOUTHAVEN                                   ,323,0,2,2,$18.00 
28001624,CHRIS BEAUTY COLLEGE                                                  ,323,0,14,14,$126.00 
28011724,FOSTERS COSMETOLOGY COLLEGE                                           ,323,0,2,2,$18.00 
28042824,MISSISSIPPI COLLEGE OF BEAUTY CULTURE                                 ,323,0,2,2,$18.00 
28099524,MAGNOLIA COLLEGE OF COSMETOLOGY                                       ,323,0,1,1,$9.00 
28100024,TRENDSETTERS COLLEGE OF BARBER AND STYLE LTD                          ,323,0,3,3,$27.00 
29448724,R L CAVES                                                             ,323,0,9,9,$81.00 
31003124,BLUE MOUNTAIN COLLEGE                                                 ,323,0,6,6,$54.00 
31004124,MILLSAPS COLLEGE                                                      ,323,0,23,23,$207.00 
31005124,MISSISSIPPI COLLEGE                                                   ,323,0,193,193,"$1,737.00 "
31011124,RUST COLLEGE                                                          ,323,0,18,18,$162.00 
31027124,WESLEY BIBLICAL SEMINARY                                              ,323,0,2,2,$18.00 
31029124,TRI-STATE BAPTIST COLLEGE                                             ,323,0,2,2,$18.00 
31801124,WILLIAM CAREY UNIVERSITY HATTIESBURG                                  ,323,0,159,159,"$1,431.00 "
31801224,WILLIAM CAREY UNIVERSITY TRADITION                                    ,323,0,144,144,"$1,296.00 "
31801324,WILLIAM CAREY UNIVERSITY KEESLER                                      ,323,0,22,22,$198.00 
31802124,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY KEESLER AFB                      ,323,0,57,57,$513.00 
31900124,Z WD WESLEY COLLEGE                                                   ,323,0,1,1,$9.00 
31901124,TOUGALOO COLLEGE                                                      ,323,0,37,37,$333.00 
31901224,SAINT LEO UNIVERSITY                                                  ,323,0,6,6,$54.00 
31902124,BELHAVEN UNIVERSITY JACKSON                                           ,323,0,235,235,"$2,115.00 "
31903124,TULANE UNIVERSITY OF LOUISIANA MISSISSIPPI GULF COAST                 ,323,0,100,100,$900.00 
31903224,Z WD EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-COLUMBUS                    ,323,0,1,1,$9.00 
31903324,BELHAVEN UNIVERSITY DESOTO                                            ,323,0,9,9,$81.00 
34031424,SOUTHEASTERN BAPTIST COLLEGE                                          ,323,0,6,6,$54.00 
35008924,GULF COAST BAPTIST INSTITUTE                                          ,323,0,2,2,$18.00 
35009324,SOUTHERN REGIONAL PUBLIC SAFETY INSTITUTE                             ,323,0,10,10,$90.00 
11901125,LINCOLN UNIVERSITY                                                    ,331,0,122,122,"$1,098.00 "
11917025,UNIVERSITY OF MISSOURI KANSAS CITY                                    ,331,0,404,404,"$3,636.00 "
11927125,MISSOURI SOUTHERN STATE UNIVERSITY                                    ,331,0,318,318,"$2,862.00 "
11930125,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY                         ,331,0,199,199,"$1,791.00 "
11961125,UNIVERSITY OF MISSOURI COLUMBIA                                       ,331,0,751,751,"$6,759.00 "
11964125,UNIVERSITY OF MISSOURI ST LOUIS                                       ,331,0,395,395,"$3,555.00 "
11965125,UNIVERSITY OF CENTRAL MISSOURI                                        ,331,0,746,746,"$6,714.00 "
11970125,MISSOURI WESTERN STATE UNIVERSITY                                     ,331,0,219,219,"$1,971.00 "
13115025,MISSOURI STATE UNIVERSITY-WEST PLAINS                                 ,331,0,97,97,$873.00 
13300225,HARRIS STOWE STATE UNIVERSITY                                         ,331,0,20,20,$180.00 
13400425,TRUMAN STATE UNIVERSITY                                               ,331,0,53,53,$477.00 
13942325,NORTHWEST MISSOURI STATE UNIVERSITY                                   ,331,0,160,160,"$1,440.00 "
13960125,MISSOURI STATE UNIVERSITY-SPRINGFIELD                                 ,331,0,806,806,"$7,254.00 "
13980325,SOUTHEAST MISSOURI STATE UNIVERSITY                                   ,331,0,405,405,"$3,645.00 "
14112725,CENTRAL TEXAS COLLEGE FT LEONARD WOOD                                 ,331,0,86,86,$774.00 
14126525,SAINT LOUIS COMMUNITY COLLEGE AT WILDWOOD                             ,331,0,32,32,$288.00 
14501025,SAINT LOUIS COMMUNITY COLLEGE AT MERAMEC                              ,331,0,204,204,"$1,836.00 "
14804225,METROPOLITAN COMMUNITY COLLEGE MAPLE WOODS                            ,331,0,202,202,"$1,818.00 "
14810225,STATE FAIR COMMUNITY COLLEGE WHITEMAN AFB                             ,331,0,52,52,$468.00 
14901425,LINN STATE TECHNICAL COLLEGE OF MISSOURI                              ,331,0,56,56,$504.00 
14911425,JEFFERSON COLLEGE                                                     ,331,0,143,143,"$1,287.00 "
14912425,MOBERLY AREA COMMUNITY COLLEGE                                        ,331,0,138,138,"$1,242.00 "
14922425,CROWDER COLLEGE                                                       ,331,0,161,161,"$1,449.00 "
14925425,MINERAL AREA COLLEGE                                                  ,331,0,134,134,"$1,206.00 "
14929425,METROPOLITAN COMMUNITY COLLEGE                                        ,331,2,120,122,"$1,106.00 "
14934425,SAINT LOUIS COMMUNITY COLLEGE AT FOREST PARK                          ,331,0,173,173,"$1,557.00 "
14935425,METROPOLITAN COMMUNITY COLLEGE                                        ,331,0,184,184,"$1,656.00 "
14937425,THREE RIVERS COMMUNITY COLLEGE                                        ,331,0,189,189,"$1,701.00 "
14938425,SAINT LOUIS COMMUNITY COLLEGE AT FLORISSANT VALLEY                    ,331,1,222,223,"$2,011.00 "
14955025,METROPOLITAN COMMUNITY COLLEGE                                        ,331,1,147,148,"$1,336.00 "
14963025,STATE FAIR COMMUNITY COLLEGE                                          ,331,1,213,214,"$1,930.00 "
14969125,EAST CENTRAL COLLEGE                                                  ,331,0,102,102,$918.00 
14976425,NORTH CENTRAL MISSOURI COLLEGE                                        ,331,0,33,33,$297.00 
14983425,ST CHARLES COMMUNITY COLLEGE                                          ,331,0,263,263,"$2,367.00 "
14991425,OZARKS TECHNICAL COMMUNITY COLLEGE                                    ,331,0,671,671,"$6,039.00 "
15021925,FRANKLIN TECHNOLOGY-MSSU                                              ,331,0,13,13,$117.00 
15046425,EXCELSIOR SPRINGS CAREER CTR.                                         ,331,0,1,1,$9.00 
15507225,HANNIBAL CAREER & TECHNICAL CENTER                                    ,331,0,1,1,$9.00 
15511625,GRAND RIVER TECHNICAL SCHOOL                                          ,331,0,1,1,$9.00 
15512025,ROLLA TECHNICAL INSTITUTE                                             ,331,0,10,10,$90.00 
15518425,HILLYARD TECHNICAL CENTER                                             ,331,0,6,6,$54.00 
15519025,SOUTH CENTRAL CAREER CENTER                                           ,331,0,6,6,$54.00 
15519625,SALINE COUNTY CAREER CENTER                                           ,331,0,1,1,$9.00 
15522725,FOUR RIVERS CAREER CENTER                                             ,331,0,1,1,$9.00 
15526325,KIRKSVILLE AREA TECHNICAL CENTER                                      ,331,0,1,1,$9.00 
15528925,POPLAR BLUFF TECHNICAL CAREER CENTER                                  ,331,0,2,2,$18.00 
15534625,WARRENSBURG AREA CAREER CENTER                                        ,331,0,2,2,$18.00 
15543125,CASS CAREER CENTER                                                    ,331,0,2,2,$18.00 
15552625,LEX LA RAY TECHNICAL CENTER                                           ,331,0,1,1,$9.00 
15553425,LAW ENFORCEMENT TRAINING INSTITUTE                                    ,331,0,18,18,$162.00 
15555125,LAKE CAREER AND TECHNICAL CENTER                                      ,331,0,1,1,$9.00 
